Shape,OBJECTID,GEOBASID,DOWNTOWN,COMPKEY,STNAME,OID_,NAME,YEAR,SEGKEY,AAWDT,INPUT_STUD,HPMS,FLOW_COUNT,Shape_Length
"(47.62504920300006, -122.32089298799997)",151,1500170,N,1298,10TH AVE E,137,"10TH AVE E, S/O E BOSTON ST",2009,1298,13100,0, ,Y,6738.794416619030017
"(47.52223294400005, -122.31498166799997)",152,4650470,N,1960,14TH AVE S,110,"14TH AVE S, N/O S DIRECTOR ST",2009,1960,14100,0, ,Y,1863.588677521288218
"(47.56433107000004, -122.31350185899998)",153,156200095,N,19699,S COLUMBIAN WAY,101,"S COLUMBIAN WAY, W/O BEACON WR AVE S",2009,19699,15700,0, ,Y,7482.434859513698029
"(47.72323366900008, -122.35554671099999)",154,118650070,N,15160,N 130TH ST,23,"N 130TH ST, W/O LINDEN AVE N",2009,15160,12600,0, ,Y,2601.582182861587171
"(47.690562587000045, -122.34452192099997)",155,125000070,N,15954,N 85TH ST,124,"N 85TH ST, W/O LINDEN AVE N",2009,15954,23700,0, ,Y,5288.152319957043801
"(47.66501938000005, -122.35395996399996)",156,121950060,N,15641,N 50TH ST,95,"N 50TH ST, W/O FREMONT AVE N",2009,15641,11600,0, ,Y,3394.476336534685288
"(47.57981113900007, -122.33420081399998)",157,164200065,N,20628,S LANDER ST,164,"S LANDER ST, W/O 6TH AVE S",2009,20628,13800,0, ,Y,3159.940723983788303
"(47.66138529600005, -122.34214535899997)",158,121250320,N,15553,N 45TH ST,155,"N 45TH ST, W/O EASTERN AVE N",2009,15553,22200,0, ,Y,4925.063829870130576
"(47.60933797300004, -122.32513907699996)",159,55650170,Y,9318,BOREN AVE,15,"BOREN AVE, SE/O PIKE ST",2009,9318,21300,0, ,Y,4223.703816648514476
"(47.660481978000064, -122.36619104799996)",160,48000400,N,8406,8TH AVE NW,45,"8TH AVE NW, S/O NW 80TH ST",2009,8406,12500,0, ,Y,14468.639707940907101
"(47.59918906300004, -122.31722284699998)",161,3400060,N,1656,12TH AVE S,2,"12TH AVE S, S/O S WELLER ST",2009,1656,19200,0, ,Y,3407.98935831666131
"(47.539147402000026, -122.36093796499995)",162,63200190,N,9976,DELRIDGE WAY SW,249,"DELRIDGE WAY SW, N/O SW MYRTLE ST",2009,9976,17000,0, ,Y,6000.989230619832597
"(47.64847250200006, -122.37638282699999)",163,185250170,N,23222,W DRAVUS ST,203,"W DRAVUS ST, E/O 20TH AVE W",2009,23222,20500,0, ,Y,1380.019287453754487
"(47.618617769000025, -122.35847802499995)",164,65600100,N,10218,ELLIOTT AVE W,143,"ELLIOTT AVE W, SE/O W MERCER PL",2009,10218,44000,0, ,Y,7015.664707071756311
"(47.67577422100004, -122.30065154799996)",165,134650300,N,17278,NE 65TH ST,99,"NE 65TH ST, E/O 25TH AVE NE",2009,17278,11700,0, ,Y,2556.73716831580623
"(47.60165615300008, -122.29676784199995)",166,82930400,N,352636,ML KING JR BLVD S NB & SB,167,"M L KING JR ER WAY S, N/O S ANDOVER ST",2009,352636,18800,0, ,Y,15240.664722068222545
"(47.65043101700007, -122.34983490399998)",167,68700160,N,10498,FREMONT AVE N,121,"FREMONT AVE N, S/O N 46TH ST",2009,10498,9600,0, ,Y,5330.665029301610048
"(47.62601780000006, -122.29244003299999)",168,112750380,N,14372,E MADISON ST,215,"E MADISON ST, SW/O 38TH AVE E",2009,14372,13700,0, ,Y,5345.458688508242631
"(47.68536609200004, -122.31501728299997)",169,80150170,N,11159,LAKE CITY WAY NE,253,"LAKE CITY WAY NE, NE/O NE 95TH ST",2009,11159,35400,0, ,Y,8008.679500250644196
"(47.59920694700003, -122.33543958699994)",170,162850080,N,20488,S JACKSON ST,262,"S JACKSON ST, E/O 5TH AVE S",2009,20488,14100,0, ,Y,5255.751442185521228
"(47.65587141100008, -122.38647924699995)",171,70000070,N,10638,GILMAN AVE W,217,"GILMAN AVE W, NW/O W EMERSON PL",2009,10638,12200,0, ,Y,4853.468133414944532
"(47.69060910800005, -122.37680612099996)",172,73600060,N,10940,HOLMAN RD NW,50,"HOLMAN RD NW, NE/O 13TH E AVE NW",2009,10940,28700,0, ,Y,7786.445631411321301
"(47.571624178000036, -122.31452983699995)",173,5650245,N,2155,15TH AVE S,236,"15TH AVE S, S/O S BRADFORD ST",2009,2155,25300,0, ,Y,2700.658800771064307
"(47.60805877800004, -122.316779914)",174,109100160,N,13894,E CHERRY ST,250,"E CHERRY ST, W/O 26TH AVE",2009,13894,8000,0, ,Y,5063.265337716951763
"(47.59919689000003, -122.32896751399994)",175,31500050,N,6230,4TH AVE S,41,"4TH AVE S, S/O 2ND AV ET S",2009,6230,25800,0, ,Y,989.412465097321956
"(47.708560987000055, -122.31785220999996)",176,139300090,N,18018,NE NORTHGATE WAY,159,"NE NORTHGATE WAY, W/O 15TH AVE NE",2009,18018,17800,0, ,Y,4526.999738372476713
"(47.599210087000074, -122.31413725499999)",177,93450010,N,12340,RAINIER AVE S,129,"RAINIER AVE S, SE/O BOREN AVE S",2009,12340,30100,0, ,Y,2901.928231686634717
"(47.683047427000076, -122.30075822799995)",178,135950280,N,17527,NE 75TH ST,126,"NE 75TH ST, W/O 30TH AVE NE",2009,17527,16700,0, ,Y,2532.026820078661331
"(47.68311118200006, -122.31748950699995)",179,135950110,N,17510,NE 75TH ST,227,"NE 75TH ST, E/O 12TH AVE NE",2009,17510,21600,0, ,Y,4121.495537870039698
"(47.54394489200007, -122.31893008499998)",180,65750060,N,10230,ELLIS AVE S,19,"ELLIS AVE S, S/O S WARSAW ST",2009,10230,9400,0, ,Y,6690.908493555930363
"(47.734128428000076, -122.34509710399999)",181,119750210,N,15279,N 145TH ST,223,"N 145TH ST, W/O MERIDIAN AVE N",2009,15279,24100,0, ,Y,4983.290643461798027
"(47.618550165000045, -122.34240185299996)",182,63450200,B,10015,DENNY WAY,88,"DENNY WAY, E/O WESTLAKE AVE",2009,10015,30500,0, ,Y,1746.450453359879248
"(47.62579577000008, -122.33863455)",183,104400090,N,13540,WESTLAKE AVE N,233,"WESTLAKE AVE N, S/O HIGHLAND DR",2009,13540,24600,0, ,Y,8936.569230951192367
"(47.67581492800008, -122.31565804699994)",184,3300260,N,1589,12TH AVE NE,206,"12TH AVE NE, S/O NE 75TH ST",2009,1589,8900,0, ,Y,2640.883274689431801
"(47.52280971300007, -122.34672690899998)",185,174000250,N,21848,SW BARTON ST,103,"SW BARTON ST, W/O 30TH AVE SW",2009,21848,9200,0, ,Y,7676.732230140471074
"(47.61917077700008, -122.30254741099998)",186,14750110,N,3543,24TH AVE E,5,"24TH AVE E, N/O E PROSPECT ST",2009,3543,20500,0, ,Y,9802.723282741862931
"(47.59912512400007, -122.29258593199995)",187,22750030,N,4828,31ST AVE S,242,"31ST AVE S, S/O S JACKSON ST",2009,4828,4600,0, ,Y,8587.771583087085673
"(47.66867869200007, -122.38757648699999)",188,14850180,N,3605,24TH AVE NW,241,"24TH AVE NW, S/O NW 80TH ST",2009,3605,10300,0, ,Y,7987.3732048621996
"(47.68687813100007, -122.37679291699999)",189,148000130,N,18898,NW 80TH ST,127,"NW 80TH ST, W/O 15TH AVE NW",2009,18898,8500,0, ,Y,5301.02981219891808
"(47.592395717000045, -122.33419450499997)",190,300200,N,1211,1ST AVE S,171,"1ST AVE S, N/O S SPOKANE NR ST",2009,1211,25400,0, ,Y,7546.687754723830949
"(47.66138529600005, -122.34214535899997)",191,121400040,N,15557,N 46TH ST,255,"N 46TH ST, W/O PHINNEY AVE N",2009,15557,24500,0, ,Y,6326.209638099121548
"(47.68694220500004, -122.34450322999999)",192,124550040,N,15893,N 80TH ST,196,"N 80TH ST, W/O LINDEN AVE N",2009,15893,14900,0, ,Y,7953.15359603824345
"(47.70863703600003, -122.32992812699996)",193,139300040,N,18013,NE NORTHGATE WAY,228,"NE NORTHGATE WAY, E/O 5TH AVE NE",2009,18013,29500,0, ,Y,2973.231830405079108
"(47.571577664000074, -122.32898895899996)",194,156300030,N,19710,S COLUMBIAN WAY,168,"S COLUMBIAN EB WAY, NW/O 14TH AVE S",2009,19710,36600,0, ,Y,4139.989003502405467
"(47.57980932500004, -122.32597667399995)",195,44550180,N,7997,6TH AVE S,80,"6TH AVE S, S/O S FOREST ST",2009,7997,14900,0, ,Y,2952.320119627502208
"(47.70508354100008, -122.35545274599997)",196,117400050,N,15012,N 105TH ST,153,"N 105TH ST, W/O EVANSTON W AVE N",2009,15012,23000,0, ,Y,2648.987964200400256
"(47.653375236000045, -122.31218414899996)",197,5550070,N,2034,15TH AVE NE,111,"15TH AVE NE, S/O NE 45TH ST",2009,2034,12800,0, ,Y,2877.217583461144841
"(47.55344267500004, -122.31347288199999)",198,99400050,N,13038,SWIFT AVE S,29,"SWIFT AVE S, NW/O S ALBRO PL",2009,13038,8000,0, ,Y,6228.432928763490054
"(47.645263777000025, -122.30461715199999)",199,86850010,N,11902,MONTLAKE BR,21,"MONTLAKE BR, S/O POINT A",2009,11902,58900,0, ,Y,1362.068921303741035
"(47.73406373700004, -122.32484703399996)",200,131450030,N,16680,NE 145TH ST,97,"NE 145TH ST, E/O 5TH AVE NE",2009,16680,30300,0, ,Y,7977.188508026848467
"(47.62601780000006, -122.29244003299999)",201,80550170,N,11209,LAKE WASHINGTON BLVD E,222,"LAKE WASHINGTON BLVD E, NW/O E MADISON ST",2009,11209,17300,0, ,Y,8756.90231099196717
"(47.54245258000003, -122.28370215499996)",202,83030670,N,486569,M L KING JR WAY S NB & SB,69,"M L KING JR ER WAY S, SE/O S HOLLY ST",2009,486569,23800,0, ,Y,7186.479745290402207
"(47.646888415000035, -122.35136120299995)",203,88150040,N,11970,NICKERSON ST,61,"NICKERSON ST, NW/O FLORENTIA ST",2009,11970,22000,0, ,Y,7124.118264535874914
"(47.61125935200005, -122.32076006199998)",204,57350200,N,9450,BROADWAY,181,"BROADWAY, S/O E DENNY WAY",2009,9450,17100,0, ,Y,5032.175002108847366
"(47.66132822800006, -122.32215961099996)",205,132850100,N,16847,NE 45TH ST,158,"NE 45TH ST, W/O ROOSEVELT WAY NE",2009,16847,36900,0, ,Y,2520.909797112146407
"(47.59842209200008, -122.32896982499994)",206,9550150,Y,2757,2ND AVE,77,"2ND AVE, SE/O PIKE ST",2009,2757,14800,0, ,Y,5381.627042423457169
"(47.59216265800006, -122.30869003499998)",207,93450260,N,12364,RAINIER AVE S,259,"RAINIER AVE S, NW/O S MCCLELLAN ST",2009,12364,35000,0, ,Y,5670.934775378351333
"(47.661261953000064, -122.31199330999999)",208,132850170,N,16854,NE 45TH ST,125,"NE 45TH ST, E/O 16TH AVE NE",2009,16854,25500,0, ,Y,3377.000837539269014
"(47.61859203600005, -122.35283934999995)",209,63450135,B,10007,DENNY WAY,17,"DENNY WAY, W/O 6TH AVE",2009,10007,23800,0, ,Y,2574.220899636989088
"(47.599210087000074, -122.31413725499999)",210,162850240,N,20501,S JACKSON ST,263,"S JACKSON ST, W/O 23RD AVE S",2009,20501,9700,0, ,Y,5318.568015866398127
"(47.63349905000007, -122.37619535299996)",211,83150030,N,11604,MAGNOLIA BR,55,"MAGNOLIA BR, E/O W GARFIELD ST OFF RP",2009,11604,17000,0, ,Y,8171.866678101531761
"(47.52330726800005, -122.26998603899995)",212,161550180,N,20241,S HENDERSON ST,231,"S HENDERSON ST, E/O RENTON AVE S",2009,20241,10300,0, ,Y,2223.589998720191488
"(47.64958972900007, -122.34974744899995)",213,139500020,N,18039,NE PACIFIC ST,60,"NE PACIFIC ST, NE/O 2ND AVE NE",2009,18039,11400,0, ,Y,7934.108288870699653
"(47.66867869200007, -122.38757648699999)",214,95950080,N,12762,SEAVIEW AVE NW,199,"SEAVIEW AVE NW, N/O NW 67TH ST",2009,12762,2800,0, ,Y,16932.869896334144869
"(47.67578344000003, -122.31192972099996)",215,134650290,N,17277,NE 65TH ST,59,"NE 65TH ST, W/O 25TH AVE NE",2009,17277,15200,0, ,Y,2778.453619203537073
"(47.61288935500005, -122.31673335399995)",216,116500250,N,14903,E UNION ST,187,"E UNION ST, W/O 26TH AVE",2009,14903,8900,0, ,Y,5065.068850327432301
"(47.61993670700008, -122.31692834299997)",217,3250020,N,1551,12TH AVE E,37,"12TH AVE E, N/O E JOHN ST",2009,1551,7500,0, ,Y,2417.378095435994055
"(47.607996624000066, -122.29625430699997)",218,82920010,N,11495,M L KING JR WAY E,150,"M L KING JR WAY E, S/O E JOHN ST",2009,11495,6500,0, ,Y,5599.14654173906365
"(47.54320179800004, -122.33399432999994)",219,165650100,N,20848,S MICHIGAN ST,264,"S MICHIGAN ST, E/O 6TH AVE S",2009,20848,37000,0, ,Y,3586.219535601414918
"(47.57835004300006, -122.29815071399997)",220,93450300,N,12368,RAINIER AVE S,162,"RAINIER AVE S, SE/O M L KING JR WAY S",2009,12368,29600,0, ,Y,5857.808120338728259
"(47.601695164000034, -122.31782315499999)",221,116900140,N,14946,E YESLER WAY,216,"E YESLER WAY, W/O 23RD AVE",2009,14946,8000,0, ,Y,6243.188429944553718
"(47.53895778300006, -122.29608148499995)",222,167350150,N,21055,S OTHELLO ST,265,"S OTHELLO ST, E/O 43RD AVE S",2009,21055,8600,0, ,Y,6539.667860039735388
"(47.65601781700008, -122.31784158799996)",223,2300050,N,1408,11TH AVE NE,36,"11TH AVE NE, S/O NE 45TH ST",2009,1408,9300,0, ,Y,7370.165105399244567
"(47.52317298100007, -122.39298987199999)",224,174000400,N,21861,FAUNTLEROY FERRY DOCK,268,"SW BARTON ST, SW/O FAUNTLEROY WAY SW",2009,21861,5700,0, ,Y,304.679593834092827
"(47.53369186200007, -122.36042453999994)",225,178150150,N,22372,SW HOLDEN ST,133,"SW HOLDEN ST, W/O DELRIDGE WAY SW",2009,22372,5200,0, ,Y,4000.472359642360971
"(47.610664203000056, -122.34543064099995)",226,65700010,Y,10224,ELLIOTT AV ON RP,190,"ELLIOTT AV ON RP, NW/O ALASKAN WY VI SB",2009,10224,16300,0, ,Y,4363.823918076684095
"(47.68311118200006, -122.31748950699995)",227,94850600,N,12652,ROOSEVELT WAY NE,27,"ROOSEVELT WAY NE, S/O NE NORTHGATE WAY",2009,12652,9600,0, ,Y,9284.03692634995241
"(47.619433736000076, -122.32848587399997)",228,75680010,R,489839,PIKE RAMP,147,"I5 PIKE REV RP, N/O PIKE ST",2009,489839,2500,0, ,Y,2503.774792936847462
"(47.61369492600005, -122.32985272899998)",229,78150010,R,489863,UNIVERSITY ST ON RAMP,220,"I5 UNIVERSITY ON, N/O 6TH AVE",2009,489863,8300,0, ,Y,1876.972400697640751
"(47.60352527100008, -122.32631488099997)",230,76600010,R,490103,JAMES ST OFF RAMP,219,"I5 JAMES OF, S/O JAMES ST",2009,490103,10800,0, ,Y,434.648336162147984
"(47.61637858700004, -122.32850941899994)",231,77300010,R,489779,MELROSE AVE ON RAMP,20,"I5 OLIVE ON, N/O I5 MELROSE ON",2009,489779,26000,0, ,Y,1405.434914834941992
"(47.61639303000004, -122.32915637199994)",232,78200010,R,489781,YALE ST ON RAMP,193,"I5 YALE ON, S/O HOWELL ST",2009,489781,16600,0, ,Y,448.622393892178707
"(47.61348159700003, -122.32993940999995)",233,77250010,R,489829,OLIVE WAY OFF RAMP,52,"I5 OLIVE OF, S/O OLIVE WY",2009,489829,9700,0, ,Y,1120.935702414614525
"(47.60640009800005, -122.32980491999996)",234,76600020,R,490084,COLUMBIA ST OFF RAMP,191,"I5 COLUMBIA OF, N/O COLUMBIA ST",2009,490084,16700,0, ,Y,314.984193838543717
"(47.60567227100006, -122.32849229699997)",235,96200020,R,490079,SENECA ST OFF RAMP,53,"I5 SENECA OF, S/O 6TH AVE",2009,490079,12200,0, ,Y,1443.049303204298667
"(47.60773005000004, -122.33134254599997)",236,77800010,R,490080,SPRING ST ON RAMP,148,"I5 SPRING ON, S/O 6TH AVE",2009,490080,16100,0, ,Y,424.587763966998295
"(47.611576067000044, -122.33110191299994)",237,78100010,R,489864,UNION ST OFF RAMP,192,"I5 UNION OFF, N/O CONVENTION PL",2009,489864,9600,0, ,Y,309.049584670480897
"(47.601969170000075, -122.32558870799994)",238,76650010,R,490110,JAMES ST ON RAMP SB,51,"I5 JAMES ON, S/O 6TH AVE",2009,490110,20500,0, ,Y,644.787516532400332
"(47.60526634200005, -122.32780083999995)",239,75600010,R,490102,CHERRY ST ON RAMP NB,92,"I5 CHERRY ON, N/O CHERRY ST",2009,490102,11200,0, ,Y,1466.019383831402138
"(47.60390393400007, -122.32669589799997)",240,76850010,R,490101,MADISON ST OFF RAMP,146,"I5 MADISON OF, S/O MADISON ST",2009,490101,15800,0, ,Y,1244.032458883831168
"(47.604891251000026, -122.32926248999996)",241,75650010,R,490099,CHERRY ST REV RAMP,108,"I5 CHERRY REV RP, E/O CHERRY ST",2009,490099,3700,0, ,Y,225.508948316035259
"(47.534199596000065, -122.33216467699998)",242,97810020,N,490543,SR99 FY,200,"SR99 FY, S/O S CLOVERDALE ST",2009,490543,37400,0, ,Y,6145.389648513955763
"(47.59928129200006, -122.30223345099995)",243,13750030,N,3444,23RD AVE S,240,"23RD AVE S, S/O S JACKSON ST",2009,3444,13700,0, ,Y,5429.157536682228965
"(47.57156290100005, -122.34420594899996)",244,181760010,N,22804,SW SPOKANE BR,135,"SW SPOKANE BR, W/O SW SPOKANE E ST",2009,22804,9600,0, ,Y,3997.421837587900882
"(47.601842788000056, -122.33759941899996)",245,59920010,N,534681,COLMAN DOCK,205,"YESLER WAY, W/O ALASKAN WAY (COLMAN DOC ACCESS RD)",2009,534681,10400,0, ,Y,260.42712572952064
"(47.53426725400004, -122.313197533)",246,113000390,N,14420,EAST MARGINAL WAY S,188,"EAST MARGINAL WAY S, SE/O BOEING DR",2009,14420,14200,0, ,Y,1390.106762331022082
"(47.60178556900007, -122.32894644599997)",247,31500050,Y,6230,4TH AVE S,41,"4TH AVE S, S/O 2ND AV ET S",2009,6230,25800,0, ,Y,932.015393758370919
"(47.56407659800004, -122.37618931699996)",248,27200140,N,5452,35TH AVE SW,175,"35TH AVE SW, S/O SW ALASKA ST",2009,5452,23600,0, ,Y,7074.600950798640042
"(47.599210087000074, -122.31413725499999)",249,55650010,N,9303,BOREN AVE,86,"BOREN AVE, NW/O E YESLER WAY",2009,9303,20200,0, ,Y,3403.371842712372199
"(47.571788585000036, -122.37065501499995)",250,50950010,N,8782,ALKI AVE SW,14,"ALKI AVE SW, W/O HARBOR AVE SW",2009,8782,9700,0, ,Y,19121.987291457866377
"(47.65043101700007, -122.34983490399998)",251,81500030,N,11336,LEARY WAY NW,149,"LEARY WAY NW, NW/O 3RD AVE NW",2009,11336,28500,0, ,Y,5713.14889433316057
"(47.72320788800005, -122.33418382699995)",252,86200680,N,11752,MERIDIAN AVE N,195,"MERIDIAN AVE N, S/O N 145TH ST",2009,11752,4000,0, ,Y,3986.471685891004654
"(47.571577664000074, -122.32898895899996)",253,102580040,N,531032,WEST SEATTLE BR EB & WB,106,"WEST SEATTLE BR EB, E/O 1ST AV S OFF RP",2009,531032,72600,0, ,Y,2529.162260939149292
"(47.580593220000026, -122.31341202099998)",254,53900160,N,9125,BEACON AVE S,247,"BEACON AVE S, N/O S SPOKANE ST",2009,9125,11400,0, ,Y,3460.735777472546033
"(47.60648348600006, -122.32252969599995)",255,55650170,B,9318,BOREN AVE,15,"BOREN AVE, SE/O PIKE ST",2009,9318,21300,0, ,Y,1224.113722736342424
"(47.54827138400003, -122.33430913199999)",256,520040,N,1270,1ST AV S BR NB,72,"1ST AV S BR NB, S/O POINT A",2009,1270,89400,0, ,Y,6772.179899490759453
"(47.67582932700003, -122.317363221)",257,134650170,N,17265,NE 65TH ST,226,"NE 65TH ST, W/O 15TH AVE NE",2009,17265,16100,0, ,Y,1338.681950480051682
