OBJECTID,GEOBASID,DOWNTOWN,COMPKEY,STNAME,OBJECTID_1,NAME,YEAR,SEGKEY,AAWDT,INPUT_STUDY_ID,HPMS,FLOW_COUNT,Shape,Shape_Length
278,76850010,R,490101,MADISON ST OFF RAMP,147,"MADISON ST OFF RP, SE/O 7TH AVE",2014,490101,14600,314121,,Y,"(47.60390393400007, -122.32669589799997)",1244.032459
173,139500020,N,18039,NE PACIFIC ST,187,"NE PACIFIC ST, NE/O 2ND AVE NE",2014,18039,14500,315274,Y,Y,"(47.64958972900007, -122.34974744899995)",7934.351112
20,114800070,Y,14633,E PINE ST,111,"E PINE ST, W/O BROADWAY",2014,14633,14400,316384,,Y,"(47.61445724200007, -122.32982243199996)",2305.051368
141,124550040,N,15893,N 80TH ST,167,"N 80TH ST, W/O LINDEN AVE N",2014,15893,14300,316723,,Y,"(47.68694220500004, -122.34450322999999)",7953.15553
163,44550180,N,7997,6TH AVE S,69,"6TH AVE S, S/O S FOREST ST",2014,7997,14200,315093,Y,Y,"(47.57980932500004, -122.32597667399995)",2952.328327
9,31300190,Y,6138,4TH AVE,61,"4TH AVE, NW/O LENORA ST",2014,6138,14100,315087,Y,Y,"(47.61218154000005, -122.33854264999997)",3501.395056
68,5650245,N,2155,15TH AVE S,261,"15TH AVE S, S/O S BRADFORD ST",2014,2155,14100,316243,,Y,"(47.571624178000036, -122.31452983699995)",2700.681041
190,48000400,N,8406,8TH AVE NW,73,"8TH AVE NW, S/O NW 80TH ST",2014,8406,14000,316258,,Y,"(47.660481978000064, -122.36619104799996)",14468.64306
46,57900200,N,9548,CALIFORNIA AVE SW,93,"CALIFORNIA AVE SW, S/O SW CHARLESTOWN ST",2014,9548,13900,316265,,Y,"(47.58119534200006, -122.38654575599998)",7978.444487
133,65100270,N,10183,EASTLAKE AVE E,118,"EASTLAKE AVE E, SW/O HARVARD AVE E",2014,10183,13900,315890,,Y,"(47.62871326700008, -122.33090658799995)",8709.562636
269,75600010,R,490102,CHERRY ST ON RAMP NB,95,"CHERRY ST ON RP, NW/O CHERRY ST",2014,490102,13900,314739,,Y,"(47.60526634200005, -122.32780083999995)",1466.019384
27,3200010,N,1523,12TH AVE,22,"12TH AVE, N/O E YESLER WAY",2014,1523,13700,316563,,Y,"(47.60169336800004, -122.31678189399997)",6655.508056
75,100140,Y,1013,1ST AVE,35,"1ST AVE, NW/O LENORA ST",2014,1013,13700,315065,Y,Y,"(47.61027471300008, -122.34134343299996)",4622.277429
117,112750380,N,14372,E MADISON ST,108,"E MADISON ST, SW/O 38TH AVE E",2014,14372,13700,315952,,Y,"(47.62601780000006, -122.29244003299999)",5345.494651
297,162850080,N,20488,S JACKSON ST,,,,20488,13700,2013,,,"(47.59920694700003, -122.33543958699994)",5255.776994
25,38850180,Y,7244,5TH AVE,66,"5TH AVE, NW/O LENORA ST",2014,7244,13600,316683,,Y,"(47.61295826700007, -122.33787347699996)",3161.428491
268,65700010,Y,10224,ELLIOTT AV ON RP,119,"ELLIOTT AV ON RP NW/O ALASKAN WY VI SB",2014,10224,13600,316702,,Y,"(47.610664203000056, -122.34543064099995)",4363.898537
110,164200065,N,20628,S LANDER ST,278,"S LANDER ST, W/O 6TH AVE S",2014,20628,13500,315779,,Y,"(47.57981113900007, -122.33420081399998)",3159.958732
144,4450010,N,1840,14TH AVE,23,"14TH AVE, N/O E YESLER WAY",2014,1840,13500,315934,,Y,"(47.60168875700003, -122.31416192599994)",2319.759863
105,1500170,N,1298,10TH AVE E,20,"10TH AVE E, S/O E BOSTON ST",2014,1298,13300,315930,,Y,"(47.62504920300006, -122.32089298799997)",6739.724575
238,161550180,N,20241,S HENDERSON ST,215,"S HENDERSON ST, E/O RENTON AVE S",2014,20241,13300,315298,Y,Y,"(47.52330726800005, -122.26998603899995)",2223.64576
250,110700050,N,14060,EAST GREEN LAKE DR N,114,"EAST GREEN LAKE DR N, NW/O LATONA AVE NE",2014,14060,13300,316577,,Y,"(47.682772372000045, -122.34448441399996)",5942.773879
42,173900035,N,21818,SW AVALON WAY,234,"SW AVALON WAY, N/O 30TH AVE SW",2014,21818,13200,316413,,Y,"(47.571109189000026, -122.37064141299999)",3425.595536
103,38950590,N,7256,5TH AVE NE,265,"5TH AVE NE, N/O NE NORTHGATE WAY",2014,7256,13200,315960,,Y,"(47.70859413300008, -122.32327545299995)",5299.088007
70,27050120,N,5362,35TH AVE NE,50,"35TH AVE NE, S/O NE 75TH ST",2014,5362,13100,315075,Y,Y,"(47.66124330500003, -122.29286352199995)",8287.313089
246,57900270,N,9555,CALIFORNIA AVE SW,92,"CALIFORNIA AVE SW, S/O ERSKINE WAY SW",2014,9555,13100,315998,,Y,"(47.55932475900005, -122.38682986999999)",5272.757419
206,53960170,N,573395,BEACON AVE S,86,"BEACON AVE S, S/O S SPOKANE ST",2014,573395,13000,316699,,Y,"(47.53895778300006, -122.29608148499995)",12515.94356
23,27050130,N,5363,35TH AVE NE,49,"35TH AVE NE, N/O NE 75TH ST",2014,5363,12900,315073,Y,Y,"(47.68304823500006, -122.29047889399999)",16661.96561
51,129750300,N,16504,NE 125TH ST,170,"NE 125TH ST, E/O 35TH AVE NE",2014,16504,12800,315912,,Y,"(47.68292620300008, -122.26369135099998)",17300.94644
194,38850120,Y,7235,5TH AVE,67,"5TH AVE, SE/O PIKE ST",2014,7235,12700,315091,Y,Y,"(47.60168377100007, -122.32765594099999)",4844.808539
83,71050650,N,10764,GREENWOOD AVE N,128,"GREENWOOD AVE N, S/O HOLMAN RD N",2014,10764,12500,316446,,Y,"(47.686941912000066, -122.35529962599998)",6617.585139
167,70000070,N,10638,GILMAN AVE W,126,"GILMAN AVE W, NW/O W EMERSON PL",2014,10638,12500,315980,,Y,"(47.65587141100008, -122.38647924699995)",4854.072479
30,114650070,Y,14599,E PIKE ST,110,"E PIKE ST, W/O BROADWAY",2014,14599,12400,316186,,Y,"(47.613465820000044, -122.32891310199994)",2073.249087
279,76600010,R,490103,JAMES ST OFF RAMP,136,"JAMES ST OFF RP, S/O JAMES ST",2014,490103,12400,314196,,Y,"(47.60352527100008, -122.32631488099997)",434.6529869
2,50000650,N,8702,AIRPORT WAY S,77,"AIRPORT WAY S, N/O S NORFOLK ST",2014,8702,12300,316688,,Y,"(47.52407785500003, -122.29347826999998)",18205.47893
135,174000250,N,21848,SW BARTON ST,236,"SW BARTON ST, W/O 30TH AVE SW",2014,21848,12300,314745,,Y,"(47.52280971300007, -122.34672690899998)",7676.935375
277,98000130,Y,12906,STEWART ST,19,"STEWART ST, NE/O 9TH AVE",2014,12906,12300,315314,Y,,"(47.61495251800005, -122.33529537599998)",2307.899191
102,71050490,N,10746,GREENWOOD AVE N,130,"GREENWOOD AVE N, S/O N 80TH ST",2014,10746,12200,315174,Y,Y,"(47.67602257000004, -122.35435321799997)",4085.271622
182,93150200,N,12312,QUEEN ANNE AVE N,276,"QUEEN ANNE AVE N, S/O CROCKETT ST",2014,12312,12100,315599,,Y,"(47.62458297400008, -122.35670922099996)",5505.528873
138,300040,Y,1188,1ST AVE S,31,"1ST AVE S, N/O S KING ST",2014,1188,12000,316228,,Y,"(47.603268557000035, -122.33493456499997)",4019.338977
4,9550200,Y,2762,2ND AVE,43,"2ND AVE, NW/O LENORA ST",2014,2762,11900,313796,Y,Y,"(47.61096394800006, -122.34045213799999)",4161.475805
10,63200340,N,9992,DELRIDGE WAY SW,7,"DELRIDGE WAY SW, NW/O SW CAMBRIDGE ST",2014,9992,11900,315106,Y,,"(47.522861344000034, -122.36009936199997)",2347.959256
69,113000280,N,14407,EAST MARGINAL WAY S,116,"EAST MARGINAL WAY S, NW/O S MICHIGAN ST",2014,14407,11900,315130,Y,Y,"(47.54737114200003, -122.33383113599996)",1679.002377
189,94850310,N,12623,ROOSEVELT WAY NE,207,"ROOSEVELT WAY NE, N/O NE 73RD ST",2014,12623,11700,316484,,Y,"(47.68155393100005, -122.31745695999996)",597.6490178
19,16100130,N,3731,25TH AVE NE,4,"25TH AVE NE, S/O NE 75TH ST",2014,3731,11600,315071,Y,,"(47.663266177000025, -122.30088691599997)",7222.044653
82,67700450,N,10420,FAUNTLEROY WAY SW,122,"FAUNTLEROY WAY SW, N/O SW BARTON ST",2014,10420,11500,316000,,Y,"(47.528519095000036, -122.39273438499998)",8904.533509
93,5550170,N,2047,15TH AVE NE,259,"15TH AVE NE, S/O NE 65TH ST",2014,2047,11500,316237,,Y,"(47.661261953000064, -122.31199330999999)",5297.115921
95,160200190,N,20097,S GENESEE ST,213,"S GENESEE ST, E/O 38TH AVE S",2014,20097,11300,314412,,Y,"(47.56409503800006, -122.28818594699999)",4316.756316
171,162850240,N,20501,S JACKSON ST,217,"S JACKSON ST, W/O 23RD AVE S",2014,20501,11300,316505,,Y,"(47.599210087000074, -122.31413725499999)",5318.574127
227,53900160,N,9125,BEACON AVE S,85,"BEACON AVE S, N/O S SPOKANE ST",2014,9125,11300,315988,,Y,"(47.580593220000026, -122.31341202099998)",3460.821435
50,91150330,N,12159,PHINNEY AVE N,195,"PHINNEY AVE N, S/O N 65TH ST",2014,12159,11200,315972,,Y,"(47.66501938000005, -122.35395996399996)",4076.446351
86,44350170,Y,7890,6TH AVE,266,"6TH AVE, NW/O LENORA ST",2014,7890,11200,316686,,Y,"(47.613130126000044, -122.33628183799999)",2945.646395
100,164950060,N,20693,S LUCILE ST,218,"S LUCILE ST, E/O 4TH AVE S",2014,20693,11200,314181,,Y,"(47.55339933000005, -122.32955138399996)",2110.636669
109,121950060,N,15641,N 50TH ST,165,"N 50TH ST, W/O FREMONT AVE N",2014,15641,11200,316398,,Y,"(47.66501938000005, -122.35395996399996)",3394.511841
48,94250590,N,12545,RENTON AVE S,204,"RENTON AVE S, SE/O S BANGOR ST",2014,12545,11100,316273,,Y,"(47.50635283200006, -122.25453661599994)",2893.135371
118,14850180,N,3605,24TH AVE NW,40,"24TH AVE NW, S/O NW 80TH ST",2014,3605,11100,316247,,Y,"(47.66867869200007, -122.38757648699999)",7987.373521
197,188450151,N,23541,WEST MARGINAL WAY SW,247,"WEST MARGINAL WAY SW, NW/O 2ND AVE SW",2014,23541,11000,315926,,Y,"(47.54032992100008, -122.34218417799997)",1656.742211
293,59920010,B,534681,COLMAN DOCK,,WSDOT data,,534681,11000,,,,"(47.601842788000056, -122.33759941899996)",260.5257661
80,166350100,N,20911,S MYRTLE ST,221,"S MYRTLE ST, W/O BEACON WR AVE S",2014,20911,10900,316574,,Y,"(47.53973286000007, -122.30036374099996)",1055.601888
106,4650470,N,1960,14TH AVE S,1,"14TH AVE S, N/O S DIRECTOR ST",2014,1960,10800,315059,Y,,"(47.52223294400005, -122.31498166799997)",1863.588881
257,60150010,Y,9738,COLUMBIA ST ON RP,97,"COLUMBIA ST ON RP NE/O ALASKAN WY VI SB",2014,9738,10700,313368,,Y,"(47.60236019700005, -122.33670251499996)",664.5655917
43,108300040,N,13812,E ALOHA ST,282,"E ALOHA ST, E/O 10TH AVE E",2014,13812,10600,314428,,Y,"(47.626828156000045, -122.32021962799996)",870.3606592
210,91550100,Y,12205,PIKE ST,15,"PIKE ST, SW/O TERRY AVE",2014,12205,10600,315282,Y,,"(47.61067790300007, -122.33557402499997)",1609.88443
232,94850600,N,12652,ROOSEVELT WAY NE,208,"ROOSEVELT WAY NE, S/O NE NORTHGATE WAY",2014,12652,10600,316423,,Y,"(47.68311118200006, -122.31748950699995)",9284.037182
242,50450160,Y,269161,ALASKAN WAY,268,"ALASKAN WAY, SE/O PIKE ST",2014,269161,10600,316260,,Y,"(47.60171754600003, -122.33658213799998)",2699.040329
97,120600150,N,15416,N 40TH ST,161,"N 40TH ST, E/O STONE WAY N",2014,15416,10500,316589,,Y,"(47.65538287700008, -122.34243924099997)",4695.000788
55,5550250,N,2054,15TH AVE NE,25,"15TH AVE NE, S/O NE 75TH ST",2014,2054,10300,316239,,Y,"(47.67578344000003, -122.31192972099996)",2680.440665
92,136400060,N,17610,NE 80TH ST,184,"NE 80TH ST, E/O 5TH AVE NE",2014,17610,10300,316402,,Y,"(47.68678736500004, -122.32295135999999)",1329.873409
261,181760010,N,22804,SW SPOKANE BR,280,"SW SPOKANE BR, W/O SW SPOKANE E ST",2014,22804,10300,315320,,Y,"(47.57156290100005, -122.34420594899996)",3997.452829
271,50950010,N,8782,ALKI AVE SW,269,"ALKI AVE SW, W/O HARBOR AVE SW",2014,8782,10300,315739,,Y,"(47.571788585000036, -122.37065501499995)",19122.27613
96,94850100,N,12601,ROOSEVELT WAY NE,206,"ROOSEVELT WAY NE, N/O NE 50TH ST",2014,12601,10200,314524,Y,Y,"(47.656021268000075, -122.31784149899994)",9323.639309
243,160500030,N,20110,S GRAHAM ST,214,"S GRAHAM ST, E/O SWIFT AVE S",2014,20110,10200,316404,,Y,"(47.54698097800008, -122.30793669799999)",5651.076125
208,89500070,Y,12047,OLIVE WAY,13,"OLIVE WAY, NE/O 9TH AVE",2014,12047,10100,313799,Y,,"(47.613130126000044, -122.33628183799999)",2253.681708
260,50450230,Y,8728,ALASKAN WAY,80,"ALASKAN WAY, SE/O BLANCHARD ST",2014,8728,10000,315539,,Y,"(47.60784153700007, -122.34265099699996)",4264.962927
184,82920010,N,11495,M L KING JR WAY E,145,"M L KING JR WAY E, S/O E JOHN ST",2014,11495,9900,315944,,Y,"(47.607996624000066, -122.29625430699997)",5599.151102
270,77300010,R,489779,MELROSE AVE ON RAMP,193,"OLIVE WY ON RP, N/O MELROSE AV ON RP",2014,489779,9900,314198,,Y,"(47.61637858700004, -122.32850941899994)",1405.447781
1,94250370,N,12522,RENTON AVE S,203,"RENTON AVE S, N/O S CLOVERDALE ST",2014,12522,9800,315994,,Y,"(47.535405816000036, -122.28064276199996)",4615.134504
120,164950115,N,20699,S LUCILE ST,219,"S LUCILE ST, W/O 12TH AVE S",2014,20699,9800,316409,,Y,"(47.55208187900007, -122.31975399299995)",2022.638374
116,68700160,N,10498,FREMONT AVE N,124,"FREMONT AVE N, S/O N 46TH ST",2014,10498,9700,316442,,Y,"(47.65043101700007, -122.34983490399998)",5330.6725
153,,Y,12900,STEWART ST,279,"STEWART ST, NE/O 4TH AVE",2014,12900,9700,314482,,Y,"(47.611629135000044, -122.33959191399998)",1610.166643
200,91600080,Y,12218,PINE ST,16,"PINE ST, NE/O 5TH AVE",2014,12218,9500,314737,Y,,"(47.61120737300007, -122.33759198199999)",1287.492588
226,116500250,N,14903,E UNION ST,112,"E UNION ST, W/O 26TH AVE",2014,14903,9500,315954,,Y,"(47.61288935500005, -122.31673335399995)",5065.091808
282,169750080,N,21329,S SPOKANE ST,223,"S SPOKANE (NR&SR) ST, W/O 4TH AVE S",2014,21329,9500,316594,,Y,"(47.57139257500006, -122.33419371699995)",2026.262458
280,78150010,R,489863,UNIVERSITY ST ON RAMP,243,"UNIVERSITY ST ON RP, N/O I5 NB",2014,489863,9400,313800,,Y,"(47.61369492600005, -122.32985272899998)",1876.980426
64,20950790,N,4513,3RD AVE NW,54,"3RD AVE NW, S/O NW 145TH ST",2014,4513,9300,313835,,Y,"(47.686939153000026, -122.36064997699998)",17217.82107
179,172350300,N,21625,SW 106TH ST,232,"SW 106TH ST, W/O SEOLA BEACH DR SW",2014,21625,9300,316411,,Y,"(47.50820078700008, -122.37087513199998)",3274.922724
204,73900020,Y,10961,HOWELL ST,9,"HOWELL ST, NE/O 9TH AVE",2014,10961,9300,313306,Y,,"(47.61405656100004, -122.33406083199998)",1657.586248
14,133750350,N,17051,NE 55TH ST,176,"NE 55TH ST, E/O 35TH AVE NE",2014,17051,9100,315207,Y,Y,"(47.66851165500003, -122.29019267799998)",1323.039429
263,78100010,R,489864,UNION ST OFF RAMP,241,"UNION ST OFF RP, NE/O UNION ST",2014,489864,9100,313307,,Y,"(47.611576067000044, -122.33110191299994)",309.136217
15,20950400,N,4471,3RD AVE NW,264,"3RD AVE NW, S/O NW 80TH ST",2014,4471,8900,314623,,Y,"(47.654938093000055, -122.36083128799999)",11692.84523
52,5550500,N,2078,15TH AVE NE,260,"15TH AVE NE, S/O NE NORTHGATE WAY",2014,2078,8700,315958,,Y,"(47.683045873000026, -122.31207927199995)",11465.34215
183,3250020,N,1551,12TH AVE E,21,"12TH AVE E, N/O E JOHN ST",2014,1551,8700,315932,,Y,"(47.61993670700008, -122.31692834299997)",2417.627495
35,104200130,Y,13507,WESTERN AVE,252,"WESTERN & ELLIOTT AVE, NW/O LENORA ST",2014,13507,8500,315328,Y,Y,"(47.61117277100004, -122.34477198499997)",4123.168892
36,91650050,N,12231,PINEHURST WAY NE,196,"PINEHURST WAY NE, NE/O NE 115TH ST",2014,12231,8400,316396,,Y,"(47.708560987000055, -122.31785220999996)",2635.549253
59,109100160,N,13894,E CHERRY ST,106,"E CHERRY ST, W/O 26TH AVE",2014,13894,8400,315946,,Y,"(47.60805877800004, -122.316779914)",5063.265843
126,65750060,N,10230,ELLIS AVE S,121,"ELLIS AVE S, S/O S WARSAW ST",2014,10230,8300,316491,,Y,"(47.54394489200007, -122.31893008499998)",6690.953182
128,3300260,N,1589,12TH AVE NE,258,"12TH AVE NE, S/O NE 75TH ST",2014,1589,8200,316468,,Y,"(47.67581492800008, -122.31565804699994)",2640.895427
139,148000130,N,18898,NW 80TH ST,190,"NW 80TH ST, W/O 15TH AVE NW",2014,18898,8100,314099,,Y,"(47.68687813100007, -122.37679291699999)",5301.03354
152,,N,9416,BROAD ST,89,"BROAD ST, NE/O DENNY WAY",2014,9416,8100,315879,,Y,"(47.618581919000064, -122.35035531399996)",1032.72503
53,20800110,Y,4383,3RD AVE,56,"3RD AVE, SE/O PIKE ST",2014,4383,8000,316249,,Y,"(47.601716156000066, -122.33026479299997)",4292.235328
253,118500080,N,519931,N 125TH ST,156,"N 125TH ST, W/O AURORA AVE N",2014,519931,8000,316721,,Y,"(47.71960135900008, -122.35553853899995)",2609.623381
275,75680010,R,489839,PIKE RAMP,133,"I5 EXPR PIKE AND 9TH RP, N/O 9TH AV I5 EXPRESS ON RP",2014,489839,8000,313291,,Y,"(47.619433736000076, -122.32848587399997)",2503.775484
285,80800090,N,11264,LAKESIDE AVE S,10,"LAKESIDE AVE S, S/O S DEARBORN ST",2014,11264,8000,313857,Y,,"(47.61206167800003, -122.28198511299996)",16301.50876
3,123450090,N,15794,N 65TH ST,166,"N 65TH ST, W/O LINDEN AVE N",2014,15794,7800,314379,,Y,"(47.67606025300006, -122.34830501899995)",12341.64155
32,96200010,Y,12786,SENECA ST OFF RP,227,"SENECA ST OFF RP NE/O ALASKAN WY VI NB",2014,12786,7800,313369,Y,Y,"(47.605155453000066, -122.33924210299995)",568.3093332
187,167350150,N,21055,S OTHELLO ST,222,"S OTHELLO ST, E/O 43RD AVE S",2014,21055,7800,314416,,Y,"(47.53895778300006, -122.29608148499995)",6539.889647
228,50500050,Y,8738,ALASKAN WAY S,79,"ALASKAN WAY S, N/O S KING ST",2014,8738,7800,315883,,Y,"(47.60171754600003, -122.33658213799998)",5022.673359
41,180000070,N,22592,SW MORGAN ST,238,"SW MORGAN ST, W/O 35TH AVE SW",2014,22592,7700,314749,,Y,"(47.544682574000035, -122.37644504299999)",2660.881421
111,47050080,Y,8157,7TH AVE,72,"7TH AVE, SE/O PIKE ST",2014,8157,7700,316692,,Y,"(47.610614154000075, -122.33244672399996)",1628.528424
284,49000210,R,8554,9TH AVE NE ON RAMP,5,"9TH AVE NE, S/O NE 75TH ST",2014,8554,7700,314641,Y,,"(47.682109539000066, -122.31980116399995)",535.1217556
73,99400050,N,13038,SWIFT AVE S,240,"SWIFT AVE S, NW/O S ALBRO PL",2014,13038,7500,316278,,Y,"(47.55344267500004, -122.31347288199999)",6228.657239
186,116900140,N,14946,E YESLER WAY,113,"E YESLER WAY, W/O 23RD AVE",2014,14946,7500,315956,,Y,"(47.601695164000034, -122.31782315499999)",6243.188939
220,,Y,13202,UNIVERSITY ST,281,"UNIVERSITY ST, SW/O 4TH AVE",2014,13202,7500,315390,,Y,"(47.60729905900007, -122.33708679799997)",644.0648621
131,161950010,N,20314,S HOLGATE BR,216,"S HOLGATE BR, E/O S HOLGATE ST",2014,20314,7400,313763,,Y,"(47.58610376900003, -122.33419784499995)",6227.305171
8,94250400,N,12525,RENTON AVE S,205,"RENTON AVE S, SE/O S HENDERSON ST",2014,12525,7200,315996,,Y,"(47.52331233900003, -122.27640325399994)",8272.077886
21,20800160,Y,4388,3RD AVE,55,"3RD AVE, NW/O LENORA ST",2014,4388,7000,316691,,Y,"(47.611629135000044, -122.33959191399998)",3855.521762
203,178150150,N,22372,SW HOLDEN ST,237,"SW HOLDEN ST, W/O DELRIDGE WAY SW",2014,22372,6800,314743,,Y,"(47.53369186200007, -122.36042453999994)",4000.473909
207,91600110,Y,12222,PINE ST,17,"PINE ST, NE/O 9TH AVE",2014,12222,6700,315284,Y,,"(47.61306393500007, -122.33315264199996)",965.9154226
63,48100100,N,8477,8TH AVE SW,75,"8TH AVE SW, N/O SW ROXBURY ST",2014,8477,6600,313883,,Y,"(47.52280971300007, -122.34672690899998)",2079.736983
104,10750020,N,3090,20TH AVE W,37,"20TH AVE W, S/O W DRAVUS ST",2014,3090,6600,315978,,Y,"(47.63231571700004, -122.39187886999997)",9516.928719
177,,Y,9414,BROAD ST,90,"BROAD ST, SW/O 3RD AVE",2014,9414,6600,315877,,Y,"(47.61558794200005, -122.35422426799994)",1450.245832
230,104200090,Y,13503,WESTERN AVE,254,"WESTERN AVE, NW/O UNION ST",2014,13503,6600,316282,,Y,"(47.60172225500003, -122.33554940699997)",4200.081135
34,61150170,N,9833,CORSON AVE S,99,"CORSON AVE S, S/O S MICHIGAN ST",2014,9833,6500,316592,,Y,"(47.54750295400004, -122.32143892899995)",2609.23123
216,40250440,N,7537,51ST AVE S,63,"51ST AVE S, S/O S BANGOR ST",2014,7537,6300,316256,,Y,"(47.52014716100007, -122.26971899099999)",9968.713226
16,21550520,N,4641,30TH AVE NE,45,"30TH AVE NE, S/O NE 145TH ST",2014,4641,6200,316252,,Y,"(47.71764180000008, -122.29620135799996)",5900.819618
212,89500020,Y,12042,OLIVE WAY,14,"OLIVE WAY, SW/O 5TH AVE",2014,12042,6200,314738,Y,,"(47.61218154000005, -122.33854264999997)",656.2693622
154,,Y,13531,WESTLAKE AVE,256,"WESTLAKE AVE, S/O DENNY WAY",2014,13531,6000,315928,,Y,"(47.61330060900008, -122.33743123399995)",1931.624536
33,87750010,N,11941,MYERS WAY S,154,"MYERS WAY S, S/O OLSON PL SW",2014,11941,5700,315182,Y,Y,"(47.522322333000034, -122.33484135399999)",2781.794818
192,174000400,N,21861,FAUNTLEROY FERRY DOCK,235,"SW BARTON ST, SW/O FAUNTLEROY WAY SW",2014,21861,5200,316415,,Y,"(47.52317298100007, -122.39298987199999)",304.6795938
191,200640,N,1113,1ST AVE NE,30,"1ST AVE NE, S/O NE 145TH ST",2014,1113,5100,313833,,Y,"(47.72316551600005, -122.32891834799995)",3986.725488
76,47850140,Y,8279,8TH AVE,76,"8TH AVE, SE/O PIKE ST",2014,8279,4900,315095,Y,Y,"(47.60794452500005, -122.32847075299998)",3919.718775
13,26200100,N,5324,34TH AVE W,48,"34TH AVE W, N/O W BARRETT ST",2014,5324,4800,314216,,Y,"(47.63955597900008, -122.40100005599999)",7204.640182
65,6950380,N,2349,16TH AVE SW,28,"16TH AVE SW, N/O SW CAMBRIDGE ST",2014,2349,4800,313863,,Y,"(47.533680428000025, -122.35503244799997)",5953.08378
137,22750030,N,4828,31ST AVE S,46,"31ST AVE S, S/O S JACKSON ST",2014,4828,4800,313855,,Y,"(47.59912512400007, -122.29258593199995)",8590.215932
45,23850280,N,5001,32ND AVE NW,47,"32ND AVE NW, S/O NW 80TH ST",2014,5001,4700,316681,,Y,"(47.66753995500005, -122.39831360899996)",8343.25711
84,53850050,N,9093,BEACH DR SW,84,"BEACH DR SW, SE/O 61ST AVE SW",2014,9093,4000,316262,,Y,"(47.578355919000046, -122.41328134599996)",17360.70543
283,48900200,Y,8526,9TH AVE,6,"9TH AVE, NW/O LENORA ST",2014,8526,4000,313297,Y,,"(47.61715418400007, -122.33703594599996)",441.9732293
58,38950700,N,7340,5TH AVE NE,64,"5TH AVE NE, S/O 145TH ST OFF RP",2014,7340,3900,316254,,Y,"(47.72311933700007, -122.32356466599998)",3988.297273
122,86200680,N,11752,MERIDIAN AVE N,151,"MERIDIAN AVE N, S/O N 145TH ST",2014,11752,3800,316579,,Y,"(47.72320788800005, -122.33418382699995)",3986.473178
62,47050150,Y,8164,7TH AVE,71,"7TH AVE, NW/O LENORA ST",2014,8164,3700,316693,,Y,"(47.61428794700004, -122.33615476899996)",2363.704067
214,19300260,N,4248,28TH AVE W,42,"28TH AVE W, S/O W DRAVUS ST",2014,4248,3700,314214,,Y,"(47.632304341000065, -122.39300801799999)",7612.385252
174,95950080,N,12762,SEAVIEW AVE NW,226,"SEAVIEW AVE NW, N/O NW 67TH ST",2014,12762,3200,316276,,Y,"(47.66867869200007, -122.38757648699999)",16934.40666
273,75650010,R,490099,CHERRY ST REV RAMP,94,"CHERRY ST EXPRESS RP, NE/O CHERRY ST",2014,490099,3000,310517,,Y,"(47.604891251000026, -122.32926248999996)",225.5089483
305,,N,15280,N 145TH ST,,WSDOT data,2014,15283,2700,,,,"(47.73413889100004, -122.33431797199995)",1331.03968
121,48050420,N,8469,8TH AVE S,74,"8TH AVE S, S/O S DIRECTOR ST",2014,8469,2000,313892,,Y,"(47.52647326400006, -122.32558706499998)",3436.949711
211,75750010,R,490100,COLUMBIA ST RAMP,96,"COLUMBIA ST EXPRESS RP, E/O COLUMBIA ST",2014,490100,1100,316650,,Y,"(47.604891251000026, -122.32926248999996)",327.2060094
148,,N,11768,MERCER ST,,,,,,,,,"(47.62458297400008, -122.35670922099996)",3541.093236
149,,N,8762,ALASKAN WY VI ACUCT,,,,,,,,,"(47.59285933500007, -122.33522491899998)",8753.598597
289,59000060,Y,9664,CHERRY ST,,,,,,,,,"(47.604412909000075, -122.32984160499996)",591.9148479
290,139450010,N,18037,NE PACIFIC PL,,,,,,,,,"(47.650543276000064, -122.30761623199999)",958.7228889
291,78850060,Y,11054,JAMES ST,,,,,,,,,"(47.60416123500005, -122.32807857799997)",321.5403534
292,83000090,Y,11587,MADISON ST,,,,,,,,,"(47.606552746000034, -122.33179812299994)",642.7912438
295,50500170,N,8742,ALASKAN WAY S,,,,,,,,,"(47.58831040300004, -122.33844063699996)",6192.230082
298,,N,1274,ALAKSAN WAY VI NB ON RP,,,,,,,,,"(47.59239917300005, -122.33549223199998)",183.011077
299,,N,1271,ALASKAN WAY VI SB OFF RP,,,,,,,,,"(47.59476091400006, -122.33457725599999)",1938.703863
