Shape,OBJECTID,GEOBASID,DOWNTOWN,COMPKEY,STNAME,OID_,NAME,YEAR,SEGKEY,AAWDT,INPUT_STUD,HPMS,FLOW_COUNT,Shape_Length
"(47.648997404000056, -122.30459125899995)",150,86950030,N,11911,MONTLAKE BLVD NE,152,"MONTLAKE BLVD NE, N/O NE PACIFIC PL",2010,11911,45900,301443, ,Y,3751.799471268867819
"(47.62504920300006, -122.32089298799997)",151,1500170,N,1298,10TH AVE E,128,"10TH AVE E, S/O E BOSTON ST",2010,1298,13000,301145, ,Y,6738.794416619030017
"(47.52223294400005, -122.31498166799997)",152,4650470,N,1960,14TH AVE S,238,"14TH AVE S, N/O S DIRECTOR ST",2010,1960,14900,302176, ,Y,1863.588677521288218
"(47.56433107000004, -122.31350185899998)",153,156200095,N,19699,S COLUMBIAN WAY,123,"S COLUMBIAN WAY, W/O BEACON WR AVE S",2010,19699,16000,301976, ,Y,7482.434859513698029
"(47.72323366900008, -122.35554671099999)",154,118650070,N,15160,N 130TH ST,258,"N 130TH ST, W/O LINDEN AVE N",2010,15160,13000,302035, ,Y,2601.582182861587171
"(47.690562587000045, -122.34452192099997)",155,125000070,N,15954,N 85TH ST,47,"N 85TH ST, W/O LINDEN AVE N",2010,15954,24600,302025, ,Y,5288.152319957043801
"(47.66501938000005, -122.35395996399996)",156,121950060,N,15641,N 50TH ST,115,"N 50TH ST, W/O FREMONT AVE N",2010,15641,11900,302029, ,Y,3394.476336534685288
"(47.57981113900007, -122.33420081399998)",157,164200065,N,20628,S LANDER ST,155,"S LANDER ST, W/O 6TH AVE S",2010,20628,17000,303269, ,Y,3159.940723983788303
"(47.66138529600005, -122.34214535899997)",158,121250320,N,15553,N 45TH ST,45,"N 45TH ST, W/O EASTERN AVE N",2010,15553,21700,301935, ,Y,4925.063829870130576
"(47.60933797300004, -122.32513907699996)",159,55650170,Y,9318,BOREN AVE,9,"BOREN AVE, SE/O PIKE ST",2010,9318,25400,301393, ,Y,4223.703816648514476
"(47.660481978000064, -122.36619104799996)",160,48000400,N,8406,8TH AVE NW,5,"8TH AVE NW, S/O NW 80TH ST",2010,8406,15100,302121, ,Y,14468.639707940907101
"(47.59918906300004, -122.31722284699998)",161,3400060,N,1656,12TH AVE S,237,"12TH AVE S, S/O S WELLER ST",2010,1656,21000,302178, ,Y,3407.98935831666131
"(47.539147402000026, -122.36093796499995)",162,63200190,N,9976,DELRIDGE WAY SW,100,"DELRIDGE WAY SW, N/O SW MYRTLE ST",2010,9976,15600,301403, ,Y,6000.989230619832597
"(47.64847250200006, -122.37638282699999)",163,185250170,N,23222,W DRAVUS ST,198,"W DRAVUS ST, E/O 20TH AVE W",2010,23222,21200,301955, ,Y,1380.019287453754487
"(47.618617769000025, -122.35847802499995)",164,65600100,N,10218,ELLIOTT AVE W,12,"ELLIOTT AVE W, SE/O W MERCER PL",2010,10218,45500,301407, ,Y,7015.664707071756311
"(47.67577422100004, -122.30065154799996)",165,134650300,N,17278,NE 65TH ST,261,"NE 65TH ST, E/O 25TH AVE NE",2010,17278,15300,301951, ,Y,2556.73716831580623
"(47.60165615300008, -122.29676784199995)",166,82930400,N,352636,ML KING JR BLVD S NB & SB,109,"M L KING JR ER & WR WAY S, N/O S ANDOVER ST",2010,352636,19000,302200, ,Y,15240.664722068222545
"(47.65043101700007, -122.34983490399998)",167,68700160,N,10498,FREMONT AVE N,41,"FREMONT AVE N, S/O N 46TH ST",2010,10498,10300,301415, ,Y,5330.665029301610048
"(47.62601780000006, -122.29244003299999)",168,112750380,N,14372,E MADISON ST,212,"E MADISON ST, SW/O 38TH AVE E",2010,14372,12500,301915, ,Y,5345.458688508242631
"(47.68536609200004, -122.31501728299997)",169,80150170,N,11159,LAKE CITY WAY NE,70,"LAKE CITY WAY NE, NE/O NE 95TH ST",2010,11159,34900,303115, ,Y,8008.679500250644196
"(47.59920694700003, -122.33543958699994)",170,162850080,N,20488,S JACKSON ST,25,"S JACKSON ST, E/O 5TH AVE S",2010,20488,13600,301987, ,Y,5255.751442185521228
"(47.65587141100008, -122.38647924699995)",171,70000070,N,10638,GILMAN AVE W,215,"GILMAN AVE W, NW/O W EMERSON PL",2010,10638,6100,301417, ,Y,4853.468133414944532
"(47.69060910800005, -122.37680612099996)",172,73600060,N,10940,HOLMAN RD NW,217,"HOLMAN RD NW, NE/O 13TH E AVE NW",2010,10940,29300,301423, ,Y,7786.445631411321301
"(47.571624178000036, -122.31452983699995)",173,5650245,N,2155,15TH AVE S,239,"15TH AVE S, S/O S BRADFORD ST",2010,2155,24500,302166, ,Y,2700.658800771064307
"(47.60805877800004, -122.316779914)",174,109100160,N,13894,E CHERRY ST,102,"E CHERRY ST, W/O 26TH AVE",2010,13894,8300,301903, ,Y,5063.265337716951763
"(47.59919689000003, -122.32896751399994)",175,31500050,N,6230,4TH AVE S,205,"4TH AVE S, S/O 2ND AV ET S",2010,6230,21600,302134, ,Y,989.412465097321956
"(47.708560987000055, -122.31785220999996)",176,139300090,N,18018,NE NORTHGATE WAY,19,"NE NORTHGATE WAY, W/O 15TH AVE NE",2010,18018,17500,301961, ,Y,4526.999738372476713
"(47.599210087000074, -122.31413725499999)",177,93450010,N,12340,RAINIER AVE S,224,"RAINIER AVE S, SE/O BOREN AVE S",2010,12340,31700,302061, ,Y,2901.928231686634717
"(47.683047427000076, -122.30075822799995)",178,135950280,N,17527,NE 75TH ST,117,"NE 75TH ST, W/O 30TH AVE NE",2010,17527,14700,301957, ,Y,2532.026820078661331
"(47.68311118200006, -122.31748950699995)",179,135950110,N,17510,NE 75TH ST,187,"NE 75TH ST, E/O 12TH AVE NE",2010,17510,20100,301953, ,Y,4121.495537870039698
"(47.54394489200007, -122.31893008499998)",180,65750060,N,10230,ELLIS AVE S,214,"ELLIS AVE S, S/O S WARSAW ST",2010,10230,9700,301409, ,Y,6690.908493555930363
"(47.734128428000076, -122.34509710399999)",181,119750210,N,15279,N 145TH ST,112,"N 145TH ST, W/O MERIDIAN AVE N",2010,15279,26000,301931, ,Y,4983.290643461798027
"(47.618550165000045, -122.34240185299996)",182,63450200,B,10015,DENNY WAY,178,"DENNY WAY, E/O WESTLAKE AVE",2010,10015,31800,302087, ,Y,1746.450453359879248
"(47.62579577000008, -122.33863455)",183,104400090,N,13540,WESTLAKE AVE N,28,"WESTLAKE AVE N, S/O HIGHLAND DR",2010,13540,26200,301899, ,Y,8936.569230951192367
"(47.67581492800008, -122.31565804699994)",184,3300260,N,1589,12TH AVE NE,201,"12TH AVE NE, S/O NE 75TH ST",2010,1589,9000,300974, ,Y,2640.883274689431801
"(47.52280971300007, -122.34672690899998)",185,174000250,N,21848,SW BARTON ST,197,"SW BARTON ST, W/O 30TH AVE SW",2010,21848,9100,301106, ,Y,7676.732230140471074
"(47.61917077700008, -122.30254741099998)",186,14750110,N,3543,24TH AVE E,91,"24TH AVE E, N/O E PROSPECT ST",2010,3543,20000,301367, ,Y,9802.723282741862931
"(47.59912512400007, -122.29258593199995)",187,22750030,N,4828,31ST AVE S,30,"31ST AVE S, S/O S JACKSON ST",2010,4828,4700,302143, ,Y,8587.771583087085673
"(47.66867869200007, -122.38757648699999)",188,14850180,N,3605,24TH AVE NW,242,"24TH AVE NW, S/O NW 80TH ST",2010,3605,10400,302158, ,Y,7987.3732048621996
"(47.68687813100007, -122.37679291699999)",189,148000130,N,18898,NW 80TH ST,120,"NW 80TH ST, W/O 15TH AVE NW",2010,18898,8500,301969, ,Y,5301.02981219891808
"(47.592395717000045, -122.33419450499997)",190,300200,N,1211,1ST AVE S,162,"1ST AVE S, N/O S SPOKANE NR ST",2010,1211,24700,303441, ,Y,7546.687754723830949
"(47.66138529600005, -122.34214535899997)",191,121400040,N,15557,N 46TH ST,113,"N 46TH ST, W/O PHINNEY AVE N",2010,15557,23800,302031, ,Y,6326.209638099121548
"(47.68694220500004, -122.34450322999999)",192,124550040,N,15893,N 80TH ST,185,"N 80TH ST, W/O LINDEN AVE N",2010,15893,14600,302027, ,Y,7953.15359603824345
"(47.70863703600003, -122.32992812699996)",193,139300040,N,18013,NE NORTHGATE WAY,262,"NE NORTHGATE WAY, E/O 5TH AVE NE",2010,18013,31700,302009, ,Y,2973.231830405079108
"(47.571577664000074, -122.32898895899996)",194,156300030,N,19710,S COLUMBIAN WAY,49,"S COLUMBIAN EB & WB WAY, NW/O 14TH AVE S",2010,19710,35800,302190, ,Y,4139.989003502405467
"(47.57980932500004, -122.32597667399995)",195,44550180,N,7997,6TH AVE S,34,"6TH AVE S, S/O S FOREST ST",2010,7997,18600,301383, ,Y,2952.320119627502208
"(47.70508354100008, -122.35545274599997)",196,117400050,N,15012,N 105TH ST,183,"N 105TH ST, W/O EVANSTON W AVE N",2010,15012,22900,300701, ,Y,2648.987964200400256
"(47.653375236000045, -122.31218414899996)",197,5550070,N,2034,15TH AVE NE,29,"15TH AVE NE, S/O NE 45TH ST",2010,2034,14500,301365, ,Y,2877.217583461144841
"(47.55344267500004, -122.31347288199999)",198,99400050,N,13038,SWIFT AVE S,230,"SWIFT AVE S, NW/O S ALBRO PL",2010,13038,7400,302047, ,Y,6228.432928763490054
"(47.645263777000025, -122.30461715199999)",199,86850010,N,11902,MONTLAKE BR,182,"MONTLAKE BR, S/O POINT A",2010,11902,59300,302067, ,Y,1362.068921303741035
"(47.73406373700004, -122.32484703399996)",200,131450030,N,16680,NE 145TH ST,220,"NE 145TH ST, E/O 5TH AVE NE",2010,16680,29800,302023, ,Y,7977.188508026848467
"(47.62601780000006, -122.29244003299999)",201,80550170,N,11209,LAKE WASHINGTON BLVD E,42,"LAKE WASHINGTON BLVD E, NW/O E MADISON ST",2010,11209,15900,301429, ,Y,8756.90231099196717
"(47.54245258000003, -122.28370215499996)",202,83030670,N,486569,M L KING JR WAY S NB & SB,219,"M L KING JR ER & WR WAY S, SE/O S HOLLY ST",2010,486569,23900,301439, ,Y,7186.479745290402207
"(47.646888415000035, -122.35136120299995)",203,88150040,N,11970,NICKERSON ST,119,"NICKERSON ST, NW/O FLORENTIA ST",2010,11970,22300,301445, ,Y,7124.118264535874914
"(47.61125935200005, -122.32076006199998)",204,57350200,N,9450,BROADWAY,66,"BROADWAY, S/O E DENNY WAY",2010,9450,23500,301395, ,Y,5032.175002108847366
"(47.66132822800006, -122.32215961099996)",205,132850100,N,16847,NE 45TH ST,154,"NE 45TH ST, W/O ROOSEVELT WAY NE",2010,16847,34500,302021, ,Y,2520.909797112146407
"(47.59842209200008, -122.32896982499994)",206,9550150,Y,2757,2ND AVE,93,"2ND AVE, SE/O PIKE ST",2010,2757,15100,300359, ,Y,5381.627042423457169
"(47.59216265800006, -122.30869003499998)",207,93450260,N,12364,RAINIER AVE S,122,"RAINIER AVE S, NW/O S MCCLELLAN ST",2010,12364,37400,301451, ,Y,5670.934775378351333
"(47.661261953000064, -122.31199330999999)",208,132850170,N,16854,NE 45TH ST,186,"NE 45TH ST, E/O 16TH AVE NE",2010,16854,23800,301943, ,Y,3377.000837539269014
"(47.61859203600005, -122.35283934999995)",209,63450135,B,10007,DENNY WAY,67,"DENNY WAY, W/O 6TH AVE",2010,10007,34100,301141, ,Y,2574.220899636989088
"(47.599210087000074, -122.31413725499999)",210,162850240,N,20501,S JACKSON ST,227,"S JACKSON ST, W/O 23RD AVE S",2010,20501,10200,301983, ,Y,5318.568015866398127
"(47.63349905000007, -122.37619535299996)",211,83150030,N,11604,MAGNOLIA BR,72,"MAGNOLIA BR, E/O W GARFIELD ST OFF RP",2010,11604,19100,302071, ,Y,8171.866678101531761
"(47.52330726800005, -122.26998603899995)",212,161550180,N,20241,S HENDERSON ST,124,"S HENDERSON ST, E/O RENTON AVE S",2010,20241,10800,301979, ,Y,2223.589998720191488
"(47.64958972900007, -122.34974744899995)",213,139500020,N,18039,NE PACIFIC ST,20,"NE PACIFIC ST, NE/O 2ND AVE NE",2010,18039,11200,301965, ,Y,7934.108288870699653
"(47.66867869200007, -122.38757648699999)",214,95950080,N,12762,SEAVIEW AVE NW,229,"SEAVIEW AVE NW, N/O NW 67TH ST",2010,12762,3500,302049, ,Y,16932.869896334144869
"(47.67578344000003, -122.31192972099996)",215,134650290,N,17277,NE 65TH ST,18,"NE 65TH ST, W/O 25TH AVE NE",2010,17277,14100,301949, ,Y,2778.453619203537073
"(47.61288935500005, -122.31673335399995)",216,116500250,N,14903,E UNION ST,69,"E UNION ST, W/O 26TH AVE",2010,14903,9600,301925, ,Y,5065.068850327432301
"(47.61993670700008, -122.31692834299997)",217,3250020,N,1551,12TH AVE E,236,"12TH AVE E, N/O E JOHN ST",2010,1551,8700,301147, ,Y,2417.378095435994055
"(47.50884352400004, -122.27822332499994)",218,82930910,N,489661,M L KING JR WAY S,15,"M L KING JR ER & WR WAY S, S/O S NORFOLK ST",2010,489661,29300,302073, ,Y,5307.358610474787383
"(47.607996624000066, -122.29625430699997)",219,82920010,N,11495,M L KING JR WAY E,71,"M L KING JR WAY E, S/O E JOHN ST",2010,11495,10900,301435, ,Y,5599.14654173906365
"(47.54320179800004, -122.33399432999994)",220,165650100,N,20848,S MICHIGAN ST,265,"S MICHIGAN ST, E/O 6TH AVE S",2010,20848,38800,301989, ,Y,3586.219535601414918
"(47.57835004300006, -122.29815071399997)",221,93450300,N,12368,RAINIER AVE S,225,"RAINIER AVE S, SE/O M L KING JR WAY S",2010,12368,30100,302059, ,Y,5857.808120338728259
"(47.601695164000034, -122.31782315499999)",222,116900140,N,14946,E YESLER WAY,179,"E YESLER WAY, W/O 23RD AVE",2010,14946,8000,301927, ,Y,6243.188429944553718
"(47.53895778300006, -122.29608148499995)",223,167350150,N,21055,S OTHELLO ST,51,"S OTHELLO ST, E/O 43RD AVE S",2010,21055,8400,301991, ,Y,6539.667860039735388
"(47.65601781700008, -122.31784158799996)",224,2300050,N,1408,11TH AVE NE,88,"11TH AVE NE, S/O NE 45TH ST",2010,1408,9500,301173, ,Y,7370.165105399244567
"(47.52317298100007, -122.39298987199999)",225,174000400,N,21861,FAUNTLEROY FERRY DOCK,26,"SW BARTON ST, SW/O FAUNTLEROY WAY SW",2010,21861,5800,301959, ,Y,304.679593834092827
"(47.53369186200007, -122.36042453999994)",226,178150150,N,22372,SW HOLDEN ST,27,"SW HOLDEN ST, W/O DELRIDGE WAY SW",2010,22372,5600,301100, ,Y,4000.472359642360971
"(47.610664203000056, -122.34543064099995)",227,65700010,Y,10224,ELLIOTT AV ON RP,40,"ELLIOTT AV ON RP, NW/O ALASKAN WY VI SB",2010,10224,16600,300143, ,Y,4363.823918076684095
"(47.68311118200006, -122.31748950699995)",228,94850600,N,12652,ROOSEVELT WAY NE,194,"ROOSEVELT WAY NE, S/O NE NORTHGATE WAY",2010,12652,15300,301891, ,Y,9284.03692634995241
"(47.622727087000044, -122.32865945399999)",229,77850010,R,489775,STEWART ST RAMP,235,"STEWART ST OFF & REV RP, N/O STEWART ST; TOTAL FLOW",2010,489775,20900,302815, ,Y,1117.751178397468493
"(47.619433736000076, -122.32848587399997)",230,75680010,R,489839,PIKE RAMP,200,"I5 EXPR PIKE AND 9TH RP, N/O 9TH AV I5 EXPRESS ON RP",2010,489839,2500,303443, ,Y,2503.774792936847462
"(47.61369492600005, -122.32985272899998)",231,78150010,R,489863,UNIVERSITY ST ON RAMP,163,"UNIVERSITY ST ON RP, N/O I5 NB",2010,489863,8500,303444, ,Y,1876.972400697640751
"(47.60352527100008, -122.32631488099997)",232,76600010,R,490103,JAMES ST OFF RAMP,107,"JAMES ST OFF RP, SE/O JAMES ST",2010,490103,12100,300321, ,Y,434.648336162147984
"(47.61637858700004, -122.32850941899994)",233,77300010,R,489779,MELROSE AVE ON RAMP,190,"OLIVE WY ON RP, N/O MELROSE AV ON RP",2010,489779,19100,300324, ,Y,1405.434914834941992
"(47.61639303000004, -122.32915637199994)",234,78200010,R,489781,YALE ST ON RAMP,218,"HOWELL ST ON RP, N/O I5 SB",2010,489781,17300,300329, ,Y,448.622393892178707
"(47.61348159700003, -122.32993940999995)",235,77250010,R,489829,OLIVE WAY OFF RAMP,189,"OLIVE WY OFF RP, S/O OLIVE WAY",2010,489829,5900,300323, ,Y,1120.935702414614525
"(47.60640009800005, -122.32980491999996)",236,76600020,R,490084,COLUMBIA ST OFF RAMP,14,"JAMES ST OFF RP, NW/O COLUMBIA ST",2010,490084,16700,218543, ,Y,314.984193838543717
"(47.60567227100006, -122.32849229699997)",237,96200020,R,490079,SENECA ST OFF RAMP,82,"SENECA ST OFF RP, SE/O SENECA ST",2010,490079,13000,218376, ,Y,1443.049303204298667
"(47.60773005000004, -122.33134254599997)",238,77800010,R,490080,SPRING ST ON RAMP,267,"SPRING ST ON RP, SE/O SPRING ST",2010,490080,16200,218544, ,Y,424.587763966998295
"(47.611576067000044, -122.33110191299994)",239,78100010,R,489864,UNION ST OFF RAMP,231,"UNION ST OFF RP, NE/O UNION ST",2010,489864,10800,218373, ,Y,309.049584670480897
"(47.601969170000075, -122.32558870799994)",240,76650010,R,490110,JAMES ST ON RAMP SB,170,"6TH AV ON RP, SE/O 6TH AVE",2010,490110,19900,218487, ,Y,644.787516532400332
"(47.60526634200005, -122.32780083999995)",241,75600010,R,490102,CHERRY ST ON RAMP NB,98,"CHERRY ST ON RP, NW/O CHERRY ST",2010,490102,11800,300322, ,Y,1466.019383831402138
"(47.60390393400007, -122.32669589799997)",242,76850010,R,490101,MADISON ST OFF RAMP,257,"MADISON ST OFF RP, SE/O 7TH AVE",2010,490101,15000,300447, ,Y,1244.032458883831168
"(47.604891251000026, -122.32926248999996)",243,75650010,R,490099,CHERRY ST REV RAMP,37,"CHERRY ST EXPRESS RP, NE/O CHERRY ST",2010,490099,2900,218378, ,Y,225.508948316035259
"(47.534199596000065, -122.33216467699998)",244,97810020,N,490543,SR99 FY,232,"WEST MARGINAL NB & SB WAY S, SE/O CLOVERDALE ST ON RP",2010,490543,39500,302264, ,Y,6145.389648513955763
"(47.59928129200006, -122.30223345099995)",245,13750030,N,3444,23RD AVE S,166,"23RD AVE S, S/O S JACKSON ST",2010,3444,13400,302160, ,Y,5429.157536682228965
"(47.57156290100005, -122.34420594899996)",246,181760010,N,22804,SW SPOKANE BR,126,"SW SPOKANE BR, W/O SW SPOKANE E ST",2010,22804,14400,303374, ,Y,3997.421837587900882
"(47.601842788000056, -122.33759941899996)",247,59920010,N,534681,COLMAN DOCK,249,"COLMAN DOCK , W/O ALASKAN WAY",2010,534681,9900,302212, ,Y,260.42712572952064
"(47.53426725400004, -122.313197533)",248,113000390,N,14420,EAST MARGINAL WAY S,148,"EAST MARGINAL WAY S, SE/O BOEING DR",2010,14420,13500,302039, ,Y,1390.106762331022082
"(47.60178556900007, -122.32894644599997)",249,31500050,Y,6230,4TH AVE S,205,"4TH AVE S, S/O 2ND AV ET S",2010,6230,21600,302134, ,Y,932.015393758370919
"(47.56407659800004, -122.37618931699996)",250,27200140,N,5452,35TH AVE SW,95,"35TH AVE SW, S/O SW ALASKA ST",2010,5452,22700,301371, ,Y,7074.600950798640042
"(47.599210087000074, -122.31413725499999)",251,55650010,N,9303,BOREN AVE,210,"BOREN AVE, NW/O E YESLER WAY",2010,9303,19800,301391, ,Y,3403.371842712372199
"(47.571788585000036, -122.37065501499995)",252,50950010,N,8782,ALKI AVE SW,36,"ALKI AVE SW, W/O HARBOR AVE SW",2010,8782,10600,302969, ,Y,19121.987291457866377
"(47.65043101700007, -122.34983490399998)",253,81500030,N,11336,LEARY WAY NW,181,"LEARY WAY NW, NW/O 3RD AVE NW",2010,11336,28700,301431, ,Y,5713.14889433316057
"(47.72320788800005, -122.33418382699995)",254,86200680,N,11752,MERIDIAN AVE N,74,"MERIDIAN AVE N, S/O N 145TH ST",2010,11752,3900,302069, ,Y,3986.471685891004654
"(47.571577664000074, -122.32898895899996)",255,102580040,N,531032,WEST SEATTLE BR EB & WB,234,WEST SEATTLE BR EB & WB E/O 1ST AV S OFF RP,2010,531032,69600,302789, ,Y,2529.162260939149292
"(47.580593220000026, -122.31341202099998)",256,53900160,N,9125,BEACON AVE S,209,"BEACON AVE S, N/O S SPOKANE ST",2010,9125,11800,301389, ,Y,3460.735777472546033
"(47.60648348600006, -122.32252969599995)",257,55650170,B,9318,BOREN AVE,9,"BOREN AVE, SE/O PIKE ST",2010,9318,25400,301393, ,Y,1224.113722736342424
"(47.54827138400003, -122.33430913199999)",258,520040,N,1270,1ST AV S BR NB,240,"1ST AV S BR NB & SB, S/O POINT A",2010,1270,99000,302210, ,Y,6772.179899490759453
"(47.604891251000026, -122.32926248999996)",259,75750010,R,490100,COLUMBIA ST RAMP,99,"COLUMBIA ST EXPRESS RP, E/O COLUMBIA ST",2010,490100,1000,218379, ,Y,327.073317093616936
"(47.67582932700003, -122.317363221)",260,134650170,N,17265,NE 65TH ST,17,"NE 65TH ST, W/O 15TH AVE NE",2010,17265,17100,301947, ,Y,1338.681950480051682
