MFG_DATE,PLANT_ID,PRODUCT_ID,ITEMS_PRODUCED,ITEMS_SAMPLED,ITEMS_DEFECTIVE
10/22/17,US1,LAP01,49970,500,9
10/23/17,US1,LAP01,50030,500,9
10/24/17,US1,LAP01,50050,620,11
10/25/17,US1,LAP01,50000,530,10
10/26/17,US1,LAP01,50010,400,7
10/27/17,US1,LAP01,50000,640,12
10/28/17,US1,LAP01,49990,650,12
10/29/17,US1,LAP01,49900,510,9
10/30/17,US1,LAP01,50000,450,8
10/31/17,US1,LAP01,50010,510,9
11/1/17,US1,LAP01,50070,310,6
11/2/17,US1,LAP01,49960,370,7
11/3/17,US1,LAP01,50090,300,5
11/4/17,US1,LAP01,50130,510,9
11/5/17,US1,LAP01,50030,610,11
11/6/17,US1,LAP01,49930,570,10
11/7/17,US1,LAP01,50030,480,9
11/8/17,US1,LAP01,50010,540,10
11/9/17,US1,LAP01,49910,360,6
11/10/17,US1,LAP01,50050,350,6
11/11/17,US1,LAP01,50020,510,9
11/12/17,US1,LAP01,49980,420,8
11/13/17,US1,LAP01,50120,430,8
11/14/17,US1,LAP01,49970,380,7
11/15/17,US1,LAP01,50030,410,7
11/16/17,US1,LAP01,50030,560,10
11/17/17,US1,LAP01,49960,180,3
11/18/17,US1,LAP01,49980,490,9
11/19/17,US1,LAP01,49950,480,9
11/20/17,US1,LAP01,50040,540,10
11/21/17,US1,LAP01,49930,470,8
11/22/17,US1,LAP01,50060,300,5
11/23/17,US1,LAP01,49970,390,7
11/24/17,US1,LAP01,49890,570,10
11/25/17,US1,LAP01,50000,530,10
11/26/17,US1,LAP01,50080,260,5
11/27/17,US1,LAP01,50020,570,10
11/28/17,US1,LAP01,49940,430,8
11/29/17,US1,LAP01,49970,510,9
11/30/17,US1,LAP01,50050,390,7
12/1/17,US1,LAP01,50050,500,9
12/2/17,US1,LAP01,49980,560,10
12/3/17,US1,LAP01,49970,540,10
12/4/17,US1,LAP01,50120,630,11
12/5/17,US1,LAP01,49990,330,6
12/6/17,US1,LAP01,50010,450,8
12/7/17,US1,LAP01,49970,410,7
12/8/17,US1,LAP01,50020,560,10
12/9/17,US1,LAP01,50040,260,5
12/10/17,US1,LAP01,50000,410,7
12/11/17,US1,LAP01,49980,490,9
12/12/17,US1,LAP01,50000,570,10
12/13/17,US1,LAP01,50030,610,11
12/14/17,US1,LAP01,49960,470,8
12/15/17,US1,LAP01,49980,380,7
12/16/17,US1,LAP01,49940,330,6
12/17/17,US1,LAP01,50030,410,7
12/18/17,US1,LAP01,50010,330,6
12/19/17,US1,LAP01,50010,540,10
12/20/17,US1,LAP01,49950,700,13
12/21/17,US1,LAP01,49950,530,10
12/22/17,US1,LAP01,50070,470,8
12/23/17,US1,LAP01,49950,390,7
12/24/17,US1,LAP01,50000,670,12
12/25/17,US1,LAP01,50030,610,11
12/26/17,US1,LAP01,49980,690,12
12/27/17,US1,LAP01,50000,500,9
12/28/17,US1,LAP01,50010,600,11
12/29/17,US1,LAP01,50000,430,8
12/30/17,US1,LAP01,49920,450,8
12/31/17,US1,LAP01,50010,300,5
1/1/16,US1,LAP02,30110,280,5
1/2/16,US1,LAP02,29930,250,4
1/3/16,US1,LAP02,30010,80,1
1/4/16,US1,LAP02,30050,320,5
1/5/16,US1,LAP02,30000,150,3
1/6/16,US1,LAP02,30030,230,4
1/7/16,US1,LAP02,29990,300,5
1/8/16,US1,LAP02,29950,270,5
1/9/16,US1,LAP02,30060,180,3
1/10/16,US1,LAP02,30010,190,3
1/11/16,US1,LAP02,29970,340,6
1/12/16,US1,LAP02,30080,450,8
1/13/16,US1,LAP02,30100,300,5
1/14/16,US1,LAP02,30000,360,6
1/15/16,US1,LAP02,30030,180,3
1/16/16,US1,LAP02,30000,360,6
1/17/16,US1,LAP02,30010,350,6
1/18/16,US1,LAP02,30010,490,8
1/19/16,US1,LAP02,30020,340,6
1/20/16,US1,LAP02,30040,370,6
1/21/16,US1,LAP02,30010,430,7
1/22/16,US1,LAP02,29990,230,4
1/23/16,US1,LAP02,30070,320,5
1/24/16,US1,LAP02,30040,270,5
1/25/16,US1,LAP02,30000,230,4
1/26/16,US1,LAP02,29980,450,8
1/27/16,US1,LAP02,30010,320,5
1/28/16,US1,LAP02,30050,340,6
1/29/16,US1,LAP02,30040,290,5
1/30/16,US1,LAP02,30010,350,6
1/31/16,US1,LAP02,30140,180,3
2/1/16,US1,LAP02,29950,90,2
2/2/16,US1,LAP02,30030,250,4
2/3/16,US1,LAP02,29970,390,7
2/4/16,US1,LAP02,30020,80,1
2/5/16,US1,LAP02,29930,330,6
2/6/16,US1,LAP02,30070,380,6
2/7/16,US1,LAP02,29940,360,6
2/8/16,US1,LAP02,30070,320,5
2/9/16,US1,LAP02,29910,50,1
2/10/16,US1,LAP02,30000,280,5
2/11/16,US1,LAP02,30020,270,5
2/12/16,US1,LAP02,30020,370,6
2/13/16,US1,LAP02,30050,320,5
2/14/16,US1,LAP02,30060,360,6
2/15/16,US1,LAP02,29920,280,5
2/16/16,US1,LAP02,29970,280,5
2/17/16,US1,LAP02,30010,460,8
2/18/16,US1,LAP02,30070,360,6
2/19/16,US1,LAP02,30120,230,4
2/20/16,US1,LAP02,30080,340,6
2/21/16,US1,LAP02,30070,310,5
2/22/16,US1,LAP02,29970,110,2
2/23/16,US1,LAP02,30020,400,7
2/24/16,US1,LAP02,30040,310,5
2/25/16,US1,LAP02,29980,250,4
2/26/16,US1,LAP02,29980,250,4
2/27/16,US1,LAP02,29980,260,4
2/28/16,US1,LAP02,30030,240,4
2/29/16,US1,LAP02,30050,310,5
3/1/16,US1,LAP02,30020,250,4
3/2/16,US1,LAP02,30020,350,6
3/3/16,US1,LAP02,30090,340,6
3/4/16,US1,LAP02,30060,230,4
3/5/16,US1,LAP02,30000,350,6
3/6/16,US1,LAP02,29900,260,4
3/7/16,US1,LAP02,29970,340,6
3/8/16,US1,LAP02,30010,300,5
3/9/16,US1,LAP02,30070,130,2
3/10/16,US1,LAP02,30030,260,4
3/11/16,US1,LAP02,29980,410,7
3/12/16,US1,LAP02,30040,80,1
3/13/16,US1,LAP02,29990,430,7
3/14/16,US1,LAP02,30030,320,5
3/15/16,US1,LAP02,30010,150,3
3/16/16,US1,LAP02,30040,280,5
3/17/16,US1,LAP02,29950,270,5
3/18/16,US1,LAP02,30020,200,3
3/19/16,US1,LAP02,30060,550,9
3/20/16,US1,LAP02,29950,250,4
3/21/16,US1,LAP02,30010,250,4
3/22/16,US1,LAP02,30000,470,8
3/23/16,US1,LAP02,30020,390,7
3/24/16,US1,LAP02,30030,150,3
3/25/16,US1,LAP02,30000,260,4
3/26/16,US1,LAP02,30010,350,6
3/27/16,US1,LAP02,30010,430,7
3/28/16,US1,LAP02,30000,450,8
3/29/16,US1,LAP02,29990,330,6
3/30/16,US1,LAP02,30000,210,4
3/31/16,US1,LAP02,29970,260,4
4/1/16,US1,LAP02,29960,120,2
4/2/16,US1,LAP02,30050,310,5
4/3/16,US1,LAP02,29980,390,7
4/4/16,US1,LAP02,29930,250,4
4/5/16,US1,LAP02,29980,530,9
4/6/16,US1,LAP02,29980,280,5
4/7/16,US1,LAP02,30100,240,4
4/8/16,US1,LAP02,29860,330,6
4/9/16,US1,LAP02,29960,400,7
4/10/16,US1,LAP02,30010,170,3
4/11/16,US1,LAP02,30030,70,1
4/12/16,US1,LAP02,30000,260,4
4/13/16,US1,LAP02,29980,370,6
4/14/16,US1,LAP02,29990,290,5
4/15/16,US1,LAP02,30030,300,5
4/16/16,US1,LAP02,29880,410,7
4/17/16,US1,LAP02,29990,150,3
4/18/16,US1,LAP02,29950,350,6
4/19/16,US1,LAP02,30040,240,4
4/20/16,US1,LAP02,30020,400,7
4/21/16,US1,LAP02,30080,460,8
4/22/16,US1,LAP02,29940,280,5
4/23/16,US1,LAP02,30070,220,4
4/24/16,US1,LAP02,29960,510,9
4/25/16,US1,LAP02,30040,290,5
4/26/16,US1,LAP02,30060,340,6
4/27/16,US1,LAP02,30010,240,4
4/28/16,US1,LAP02,30020,290,5
4/29/16,US1,LAP02,29960,370,6
4/30/16,US1,LAP02,29930,430,7
5/1/16,US1,LAP02,30000,170,3
5/2/16,US1,LAP02,30020,190,3
5/3/16,US1,LAP02,29900,380,6
5/4/16,US1,LAP02,29980,360,6
5/5/16,US1,LAP02,30020,290,5
5/6/16,US1,LAP02,29980,400,7
5/7/16,US1,LAP02,29950,210,4
5/8/16,US1,LAP02,29980,300,5
5/9/16,US1,LAP02,30040,330,6
5/10/16,US1,LAP02,29960,290,5
5/11/16,US1,LAP02,30100,270,5
5/12/16,US1,LAP02,29900,350,6
5/13/16,US1,LAP02,29980,320,5
5/14/16,US1,LAP02,29990,510,9
5/15/16,US1,LAP02,30030,280,5
5/16/16,US1,LAP02,30020,360,6
5/17/16,US1,LAP02,29970,310,5
5/18/16,US1,LAP02,30010,440,7
5/19/16,US1,LAP02,30040,310,5
5/20/16,US1,LAP02,30000,470,8
5/21/16,US1,LAP02,29920,410,7
5/22/16,US1,LAP02,29960,440,7
5/23/16,US1,LAP02,30020,70,1
5/24/16,US1,LAP02,29960,210,4
5/25/16,US1,LAP02,29920,400,7
5/26/16,US1,LAP02,29990,420,7
5/27/16,US1,LAP02,30030,210,4
5/28/16,US1,LAP02,30030,260,4
5/29/16,US1,LAP02,29990,410,7
5/30/16,US1,LAP02,29920,260,4
5/31/16,US1,LAP02,30030,280,5
6/1/16,US1,LAP02,30030,240,4
6/2/16,US1,LAP02,30010,410,7
6/3/16,US1,LAP02,30050,190,3
6/4/16,US1,LAP02,30080,240,4
6/5/16,US1,LAP02,30040,330,6
6/6/16,US1,LAP02,29950,380,6
6/7/16,US1,LAP02,29910,290,5
6/8/16,US1,LAP02,30010,200,3
6/9/16,US1,LAP02,29950,180,3
6/10/16,US1,LAP02,30010,330,6
6/11/16,US1,LAP02,29910,180,3
6/12/16,US1,LAP02,30050,80,1
6/13/16,US1,LAP02,30010,310,5
6/14/16,US1,LAP02,30050,250,4
6/15/16,US1,LAP02,29960,470,8
6/16/16,US1,LAP02,29970,410,7
6/17/16,US1,LAP02,30070,270,5
6/18/16,US1,LAP02,30000,210,4
6/19/16,US1,LAP02,29940,290,5
6/20/16,US1,LAP02,30010,220,4
6/21/16,US1,LAP02,30110,230,4
6/22/16,US1,LAP02,30070,310,5
6/23/16,US1,LAP02,30000,260,4
6/24/16,US1,LAP02,30040,340,6
6/25/16,US1,LAP02,30020,510,9
6/26/16,US1,LAP02,30000,260,4
6/27/16,US1,LAP02,30020,550,9
6/28/16,US1,LAP02,29960,390,7
6/29/16,US1,LAP02,30050,280,5
6/30/16,US1,LAP02,29990,400,7
7/1/16,US1,LAP02,29930,210,4
7/2/16,US1,LAP02,30020,200,3
7/3/16,US1,LAP02,29990,360,6
7/4/16,US1,LAP02,30010,380,6
7/5/16,US1,LAP02,30030,290,5
7/6/16,US1,LAP02,30060,310,5
7/7/16,US1,LAP02,30030,410,7
7/8/16,US1,LAP02,30060,290,5
7/9/16,US1,LAP02,30110,350,6
7/10/16,US1,LAP02,29960,290,5
7/11/16,US1,LAP02,29980,290,5
7/12/16,US1,LAP02,29960,350,6
7/13/16,US1,LAP02,30040,390,7
7/14/16,US1,LAP02,29990,310,5
7/15/16,US1,LAP02,29940,390,7
7/16/16,US1,LAP02,29990,180,3
7/17/16,US1,LAP02,30070,310,5
7/18/16,US1,LAP02,30090,110,2
7/19/16,US1,LAP02,29980,360,6
7/20/16,US1,LAP02,29970,260,4
7/21/16,US1,LAP02,30070,330,6
7/22/16,US1,LAP02,29980,150,3
7/23/16,US1,LAP02,30070,200,3
7/24/16,US1,LAP02,29960,360,6
7/25/16,US1,LAP02,30020,250,4
7/26/16,US1,LAP02,29930,290,5
7/27/16,US1,LAP02,29970,450,8
7/28/16,US1,LAP02,29960,300,5
7/29/16,US1,LAP02,29900,390,7
7/30/16,US1,LAP02,29980,390,7
7/31/16,US1,LAP02,30010,300,5
8/1/16,US1,LAP02,30060,360,6
8/2/16,US1,LAP02,29900,160,3
8/3/16,US1,LAP02,29940,160,3
8/4/16,US1,LAP02,29980,440,7
8/5/16,US1,LAP02,30040,390,7
8/6/16,US1,LAP02,29990,260,4
8/7/16,US1,LAP02,29990,450,8
8/8/16,US1,LAP02,29990,200,3
8/9/16,US1,LAP02,30020,290,5
8/10/16,US1,LAP02,30020,360,6
8/11/16,US1,LAP02,29970,330,6
8/12/16,US1,LAP02,30010,180,3
8/13/16,US1,LAP02,29970,330,6
8/14/16,US1,LAP02,29930,160,3
8/15/16,US1,LAP02,30030,300,5
8/16/16,US1,LAP02,29940,170,3
8/17/16,US1,LAP02,29980,270,5
8/18/16,US1,LAP02,29970,170,3
8/19/16,US1,LAP02,30040,540,9
8/20/16,US1,LAP02,30080,230,4
8/21/16,US1,LAP02,30010,360,6
8/22/16,US1,LAP02,30120,280,5
8/23/16,US1,LAP02,30030,590,10
8/24/16,US1,LAP02,30010,280,5
8/25/16,US1,LAP02,30000,270,5
8/26/16,US1,LAP02,30020,440,7
8/27/16,US1,LAP02,30000,290,5
8/28/16,US1,LAP02,29980,300,5
8/29/16,US1,LAP02,29980,320,5
8/30/16,US1,LAP02,29990,260,4
8/31/16,US1,LAP02,29990,360,6
9/1/16,US1,LAP02,30000,240,4
9/2/16,US1,LAP02,30030,270,5
9/3/16,US1,LAP02,30070,300,5
9/4/16,US1,LAP02,30040,380,6
9/5/16,US1,LAP02,29950,380,6
9/6/16,US1,LAP02,29950,410,7
9/7/16,US1,LAP02,30080,260,4
9/8/16,US1,LAP02,29960,210,4
9/9/16,US1,LAP02,29900,110,2
9/10/16,US1,LAP02,30000,360,6
9/11/16,US1,LAP02,30050,100,2
9/12/16,US1,LAP02,30010,380,6
9/13/16,US1,LAP02,29990,190,3
9/14/16,US1,LAP02,30030,370,6
9/15/16,US1,LAP02,30000,350,6
9/16/16,US1,LAP02,29880,400,7
9/17/16,US1,LAP02,29990,350,6
9/18/16,US1,LAP02,30000,390,7
9/19/16,US1,LAP02,30020,280,5
9/20/16,US1,LAP02,29910,300,5
9/21/16,US1,LAP02,29990,390,7
9/22/16,US1,LAP02,30000,320,5
9/23/16,US1,LAP02,30020,160,3
9/24/16,US1,LAP02,30020,230,4
9/25/16,US1,LAP02,30040,280,5
9/26/16,US1,LAP02,30040,330,6
9/27/16,US1,LAP02,30010,300,5
9/28/16,US1,LAP02,29980,230,4
9/29/16,US1,LAP02,30000,470,8
9/30/16,US1,LAP02,29970,350,6
10/1/16,US1,LAP02,29920,290,5
10/2/16,US1,LAP02,29990,170,3
10/3/16,US1,LAP02,29990,400,7
10/4/16,US1,LAP02,29970,80,1
10/5/16,US1,LAP02,30000,270,5
10/6/16,US1,LAP02,29880,230,4
10/7/16,US1,LAP02,30030,220,4
10/8/16,US1,LAP02,29910,360,6
10/9/16,US1,LAP02,29990,580,10
10/10/16,US1,LAP02,30060,290,5
10/11/16,US1,LAP02,30010,170,3
10/12/16,US1,LAP02,30040,370,6
10/13/16,US1,LAP02,29940,260,4
10/14/16,US1,LAP02,29950,70,1
10/15/16,US1,LAP02,30000,360,6
10/16/16,US1,LAP02,29970,490,8
10/17/16,US1,LAP02,29950,420,7
10/18/16,US1,LAP02,30060,360,6
10/19/16,US1,LAP02,29980,320,5
10/20/16,US1,LAP02,30010,280,5
10/21/16,US1,LAP02,29900,300,5
10/22/16,US1,LAP02,30020,380,6
10/23/16,US1,LAP02,29920,340,6
10/24/16,US1,LAP02,29980,140,2
10/25/16,US1,LAP02,30020,310,5
10/26/16,US1,LAP02,29940,340,6
10/27/16,US1,LAP02,29950,330,6
10/28/16,US1,LAP02,29940,270,5
10/29/16,US1,LAP02,30000,290,5
10/30/16,US1,LAP02,30020,380,6
10/31/16,US1,LAP02,30020,240,4
11/1/16,US1,LAP02,29960,250,4
11/2/16,US1,LAP02,30040,300,5
11/3/16,US1,LAP02,30040,370,6
11/4/16,US1,LAP02,30010,300,5
11/5/16,US1,LAP02,30050,180,3
11/6/16,US1,LAP02,29940,350,6
11/7/16,US1,LAP02,30010,420,7
11/8/16,US1,LAP02,29920,370,6
11/9/16,US1,LAP02,29980,290,5
11/10/16,US1,LAP02,30050,280,5
11/11/16,US1,LAP02,29970,250,4
11/12/16,US1,LAP02,29880,360,6
11/13/16,US1,LAP02,30010,440,7
11/14/16,US1,LAP02,30010,230,4
11/15/16,US1,LAP02,29940,210,4
11/16/16,US1,LAP02,30060,330,6
11/17/16,US1,LAP02,29970,200,3
11/18/16,US1,LAP02,30030,430,7
11/19/16,US1,LAP02,30000,340,6
11/20/16,US1,LAP02,30000,190,3
11/21/16,US1,LAP02,29990,270,5
11/22/16,US1,LAP02,30040,250,4
11/23/16,US1,LAP02,30000,350,6
11/24/16,US1,LAP02,29990,300,5
11/25/16,US1,LAP02,30110,360,6
11/26/16,US1,LAP02,30040,260,4
11/27/16,US1,LAP02,29960,210,4
11/28/16,US1,LAP02,30020,440,7
11/29/16,US1,LAP02,30000,210,4
11/30/16,US1,LAP02,29940,380,6
12/1/16,US1,LAP02,29920,70,1
12/2/16,US1,LAP02,29910,330,6
12/3/16,US1,LAP02,29960,210,4
12/4/16,US1,LAP02,30030,310,5
12/5/16,US1,LAP02,30110,320,5
12/6/16,US1,LAP02,29920,250,4
12/7/16,US1,LAP02,30100,180,3
12/8/16,US1,LAP02,30010,310,5
12/9/16,US1,LAP02,30060,230,4
12/10/16,US1,LAP02,30060,320,5
12/11/16,US1,LAP02,30030,340,6
12/12/16,US1,LAP02,30070,430,7
12/13/16,US1,LAP02,29990,190,3
12/14/16,US1,LAP02,29920,270,5
12/15/16,US1,LAP02,30040,230,4
12/16/16,US1,LAP02,29980,270,5
12/17/16,US1,LAP02,29930,310,5
12/18/16,US1,LAP02,30020,290,5
12/19/16,US1,LAP02,30110,290,5
12/20/16,US1,LAP02,30010,350,6
12/21/16,US1,LAP02,30030,250,4
12/22/16,US1,LAP02,30010,460,8
12/23/16,US1,LAP02,29910,280,5
12/24/16,US1,LAP02,29970,90,2
12/25/16,US1,LAP02,30000,330,6
12/26/16,US1,LAP02,30120,370,6
12/27/16,US1,LAP02,29980,270,5
12/28/16,US1,LAP02,29970,220,4
12/29/16,US1,LAP02,29960,460,8
12/30/16,US1,LAP02,30030,320,5
12/31/16,US1,LAP02,29930,70,1
1/1/17,US1,LAP02,29940,280,5
1/2/17,US1,LAP02,29980,430,7
1/3/17,US1,LAP02,30020,270,5
1/4/17,US1,LAP02,29940,240,4
1/5/17,US1,LAP02,30030,180,3
1/6/17,US1,LAP02,29990,180,3
1/7/17,US1,LAP02,30030,410,7
1/8/17,US1,LAP02,30030,120,2
1/9/17,US1,LAP02,29970,310,5
1/10/17,US1,LAP02,30080,400,7
1/11/17,US1,LAP02,30010,330,6
1/12/17,US1,LAP02,30040,250,4
1/13/17,US1,LAP02,30010,460,8
1/14/17,US1,LAP02,29970,310,5
1/15/17,US1,LAP02,30040,450,8
1/16/17,US1,LAP02,30040,80,1
1/17/17,US1,LAP02,29970,320,5
1/18/17,US1,LAP02,29970,280,5
1/19/17,US1,LAP02,29990,350,6
1/20/17,US1,LAP02,30050,380,6
1/21/17,US1,LAP02,29970,390,7
1/22/17,US1,LAP02,30060,370,6
1/23/17,US1,LAP02,30040,280,5
1/24/17,US1,LAP02,29890,370,6
1/25/17,US1,LAP02,30010,130,2
1/26/17,US1,LAP02,30100,350,6
1/27/17,US1,LAP02,29960,370,6
1/28/17,US1,LAP02,30000,350,6
1/29/17,US1,LAP02,30020,440,7
1/30/17,US1,LAP02,30010,330,6
1/31/17,US1,LAP02,29990,230,4
2/1/17,US1,LAP02,29990,250,4
2/2/17,US1,LAP02,29980,480,8
2/3/17,US1,LAP02,29940,210,4
2/4/17,US1,LAP02,30040,410,7
2/5/17,US1,LAP02,30050,290,5
2/6/17,US1,LAP02,30030,600,10
2/7/17,US1,LAP02,30010,220,4
2/8/17,US1,LAP02,29970,250,4
2/9/17,US1,LAP02,29940,200,3
2/10/17,US1,LAP02,30070,260,4
2/11/17,US1,LAP02,30000,180,3
2/12/17,US1,LAP02,30010,420,7
2/13/17,US1,LAP02,30000,390,7
2/14/17,US1,LAP02,30040,330,6
2/15/17,US1,LAP02,29910,30,1
2/16/17,US1,LAP02,30130,250,4
2/17/17,US1,LAP02,30000,320,5
2/18/17,US1,LAP02,30070,320,5
2/19/17,US1,LAP02,30000,360,6
2/20/17,US1,LAP02,30000,400,7
2/21/17,US1,LAP02,29970,270,5
2/22/17,US1,LAP02,29900,320,5
2/23/17,US1,LAP02,29940,500,9
2/24/17,US1,LAP02,29910,480,8
2/25/17,US1,LAP02,29960,390,7
2/26/17,US1,LAP02,30070,340,6
2/27/17,US1,LAP02,29910,250,4
2/28/17,US1,LAP02,29940,240,4
3/1/17,US1,LAP02,30020,170,3
3/2/17,US1,LAP02,29930,180,3
3/3/17,US1,LAP02,29940,160,3
3/4/17,US1,LAP02,30010,100,2
3/5/17,US1,LAP02,30010,220,4
3/6/17,US1,LAP02,30010,220,4
3/7/17,US1,LAP02,30050,400,7
3/8/17,US1,LAP02,29950,350,6
3/9/17,US1,LAP02,29920,280,5
3/10/17,US1,LAP02,29980,200,3
3/11/17,US1,LAP02,29990,470,8
3/12/17,US1,LAP02,29960,370,6
3/13/17,US1,LAP02,30040,310,5
3/14/17,US1,LAP02,29900,410,7
3/15/17,US1,LAP02,30000,360,6
3/16/17,US1,LAP02,30080,270,5
3/17/17,US1,LAP02,30060,440,7
3/18/17,US1,LAP02,29970,320,5
3/19/17,US1,LAP02,30030,390,7
3/20/17,US1,LAP02,29970,390,7
3/21/17,US1,LAP02,29940,220,4
3/22/17,US1,LAP02,29980,340,6
3/23/17,US1,LAP02,30030,260,4
3/24/17,US1,LAP02,30010,350,6
3/25/17,US1,LAP02,29950,490,8
3/26/17,US1,LAP02,29940,280,5
3/27/17,US1,LAP02,29940,300,5
3/28/17,US1,LAP02,30000,140,2
3/29/17,US1,LAP02,30030,240,4
3/30/17,US1,LAP02,29990,280,5
3/31/17,US1,LAP02,29890,370,6
4/1/17,US1,LAP02,29970,380,6
4/2/17,US1,LAP02,30000,260,4
4/3/17,US1,LAP02,29960,520,9
4/4/17,US1,LAP02,30050,310,5
4/5/17,US1,LAP02,29910,540,9
4/6/17,US1,LAP02,29970,320,5
4/7/17,US1,LAP02,29980,260,4
4/8/17,US1,LAP02,29960,320,5
4/9/17,US1,LAP02,30030,400,7
4/10/17,US1,LAP02,29960,200,3
4/11/17,US1,LAP02,30020,440,7
4/12/17,US1,LAP02,29980,370,6
4/13/17,US1,LAP02,29920,320,5
4/14/17,US1,LAP02,29990,290,5
4/15/17,US1,LAP02,30090,340,6
4/16/17,US1,LAP02,30010,200,3
4/17/17,US1,LAP02,29980,330,6
4/18/17,US1,LAP02,29980,140,2
4/19/17,US1,LAP02,29910,200,3
4/20/17,US1,LAP02,29930,320,5
4/21/17,US1,LAP02,30030,270,5
4/22/17,US1,LAP02,29990,100,2
4/23/17,US1,LAP02,30020,300,5
4/24/17,US1,LAP02,29940,160,3
4/25/17,US1,LAP02,29920,180,3
4/26/17,US1,LAP02,30070,230,4
4/27/17,US1,LAP02,29990,250,4
4/28/17,US1,LAP02,29960,240,4
4/29/17,US1,LAP02,30090,270,5
4/30/17,US1,LAP02,30000,390,7
5/1/17,US1,LAP02,29960,370,6
5/2/17,US1,LAP02,30120,470,8
5/3/17,US1,LAP02,29990,320,5
5/4/17,US1,LAP02,29880,440,7
5/5/17,US1,LAP02,30040,90,2
5/6/17,US1,LAP02,30010,320,5
5/7/17,US1,LAP02,30000,430,7
5/8/17,US1,LAP02,29980,320,5
5/9/17,US1,LAP02,29900,470,8
5/10/17,US1,LAP02,30000,310,5
5/11/17,US1,LAP02,30120,210,4
5/12/17,US1,LAP02,30000,290,5
5/13/17,US1,LAP02,29970,320,5
5/14/17,US1,LAP02,30020,270,5
5/15/17,US1,LAP02,30050,450,8
5/16/17,US1,LAP02,30020,330,6
5/17/17,US1,LAP02,29980,250,4
5/18/17,US1,LAP02,30030,560,10
5/19/17,US1,LAP02,29960,340,6
5/20/17,US1,LAP02,30030,370,6
5/21/17,US1,LAP02,29990,130,2
5/22/17,US1,LAP02,29980,320,5
5/23/17,US1,LAP02,29950,430,7
5/24/17,US1,LAP02,30070,320,5
5/25/17,US1,LAP02,30000,350,6
5/26/17,US1,LAP02,29970,130,2
5/27/17,US1,LAP02,30010,270,5
5/28/17,US1,LAP02,29980,220,4
5/29/17,US1,LAP02,29990,220,4
5/30/17,US1,LAP02,30070,470,8
5/31/17,US1,LAP02,30020,250,4
6/1/17,US1,LAP02,30080,300,5
6/2/17,US1,LAP02,30030,360,6
6/3/17,US1,LAP02,29960,390,7
6/4/17,US1,LAP02,29970,280,5
6/5/17,US1,LAP02,29990,360,6
6/6/17,US1,LAP02,29970,310,5
6/7/17,US1,LAP02,30060,350,6
6/8/17,US1,LAP02,29950,130,2
6/9/17,US1,LAP02,30050,230,4
6/10/17,US1,LAP02,30020,350,6
6/11/17,US1,LAP02,30020,190,3
6/12/17,US1,LAP02,29970,90,2
6/13/17,US1,LAP02,30060,260,4
6/14/17,US1,LAP02,30080,320,5
6/15/17,US1,LAP02,30030,150,3
6/16/17,US1,LAP02,30000,280,5
6/17/17,US1,LAP02,30070,400,7
6/18/17,US1,LAP02,29950,370,6
6/19/17,US1,LAP02,29960,50,1
6/20/17,US1,LAP02,30030,430,7
6/21/17,US1,LAP02,30030,310,5
6/22/17,US1,LAP02,30040,240,4
6/23/17,US1,LAP02,30040,300,5
6/24/17,US1,LAP02,29950,350,6
6/25/17,US1,LAP02,29950,410,7
6/26/17,US1,LAP02,29920,170,3
6/27/17,US1,LAP02,29990,270,5
6/28/17,US1,LAP02,30070,290,5
6/29/17,US1,LAP02,30040,220,4
6/30/17,US1,LAP02,29970,230,4
7/1/17,US1,LAP02,29900,260,4
7/2/17,US1,LAP02,29930,320,5
7/3/17,US1,LAP02,29990,270,5
7/4/17,US1,LAP02,30040,310,5
7/5/17,US1,LAP02,30010,230,4
7/6/17,US1,LAP02,30020,210,4
7/7/17,US1,LAP02,29900,330,6
7/8/17,US1,LAP02,30010,240,4
7/9/17,US1,LAP02,29920,390,7
7/10/17,US1,LAP02,29990,330,6
7/11/17,US1,LAP02,30030,360,6
7/12/17,US1,LAP02,30080,320,5
7/13/17,US1,LAP02,30080,280,5
7/14/17,US1,LAP02,30040,250,4
7/15/17,US1,LAP02,29950,240,4
7/16/17,US1,LAP02,29890,40,1
7/17/17,US1,LAP02,29940,350,6
7/18/17,US1,LAP02,29930,230,4
7/19/17,US1,LAP02,30060,130,2
7/20/17,US1,LAP02,30000,300,5
7/21/17,US1,LAP02,30100,300,5
7/22/17,US1,LAP02,30000,320,5
7/23/17,US1,LAP02,30060,260,4
7/24/17,US1,LAP02,30010,340,6
7/25/17,US1,LAP02,29970,180,3
7/26/17,US1,LAP02,29930,130,2
7/27/17,US1,LAP02,30040,220,4
7/28/17,US1,LAP02,29990,310,5
7/29/17,US1,LAP02,30020,360,6
7/30/17,US1,LAP02,30040,310,5
7/31/17,US1,LAP02,29980,350,6
8/1/17,US1,LAP02,29990,170,3
8/2/17,US1,LAP02,30020,160,3
8/3/17,US1,LAP02,29970,320,5
8/4/17,US1,LAP02,29910,390,7
8/5/17,US1,LAP02,29920,410,7
8/6/17,US1,LAP02,30050,280,5
8/7/17,US1,LAP02,29940,40,1
8/8/17,US1,LAP02,30020,220,4
8/9/17,US1,LAP02,30060,280,5
8/10/17,US1,LAP02,30040,310,5
8/11/17,US1,LAP02,30060,440,7
8/12/17,US1,LAP02,29950,240,4
8/13/17,US1,LAP02,30040,190,3
8/14/17,US1,LAP02,30150,340,6
