"MFG_DATE","PLANT_ID","PRODUCT_ID","ITEMS_PRODUCED","ITEMS_SAMPLED","ITEMS_DEFECTIVE","MFG_DEFECT_RATE"
2016-08-08,"US1","LAP02",29990,200,3,0.015
2016-08-09,"US1","LAP02",30020,290,5,0.0172413793103448
2016-08-10,"US1","LAP02",30020,360,6,0.0166666666666667
2016-08-11,"US1","LAP02",29970,330,6,0.0181818181818182
2016-08-12,"US1","LAP02",30010,180,3,0.0166666666666667
2016-08-13,"US1","LAP02",29970,330,6,0.0181818181818182
2016-08-14,"US1","LAP02",29930,160,3,0.01875
2016-08-15,"US1","LAP02",30030,300,5,0.0166666666666667
2016-08-16,"US1","LAP02",29940,170,3,0.0176470588235294
2016-08-17,"US1","LAP02",29980,270,5,0.0185185185185185
2016-08-18,"US1","LAP02",29970,170,3,0.0176470588235294
2016-08-19,"US1","LAP02",30040,540,9,0.0166666666666667
2016-08-20,"US1","LAP02",30080,230,4,0.0173913043478261
2016-08-21,"US1","LAP02",30010,360,6,0.0166666666666667
2016-08-22,"US1","LAP02",30120,280,5,0.0178571428571429
2016-08-23,"US1","LAP02",30030,590,10,0.0169491525423729
2016-08-24,"US1","LAP02",30010,280,5,0.0178571428571429
2016-08-25,"US1","LAP02",30000,270,5,0.0185185185185185
2016-08-26,"US1","LAP02",30020,440,7,0.0159090909090909
2016-08-27,"US1","LAP02",30000,290,5,0.0172413793103448
2016-08-28,"US1","LAP02",29980,300,5,0.0166666666666667
2016-08-29,"US1","LAP02",29980,320,5,0.015625
2016-08-30,"US1","LAP02",29990,260,4,0.0153846153846154
2016-08-31,"US1","LAP02",29990,360,6,0.0166666666666667
2016-09-01,"US1","LAP02",30000,240,4,0.0166666666666667
2016-09-02,"US1","LAP02",30030,270,5,0.0185185185185185
2016-09-03,"US1","LAP02",30070,300,5,0.0166666666666667
2016-09-04,"US1","LAP02",30040,380,6,0.0157894736842105
2016-09-05,"US1","LAP02",29950,380,6,0.0157894736842105
2016-09-06,"US1","LAP02",29950,410,7,0.0170731707317073
2016-09-07,"US1","LAP02",30080,260,4,0.0153846153846154
2016-09-08,"US1","LAP02",29960,210,4,0.019047619047619
2016-09-09,"US1","LAP02",29900,110,2,0.0181818181818182
2016-09-10,"US1","LAP02",30000,360,6,0.0166666666666667
2016-09-11,"US1","LAP02",30050,100,2,0.02
2016-09-12,"US1","LAP02",30010,380,6,0.0157894736842105
2016-09-13,"US1","LAP02",29990,190,3,0.0157894736842105
2016-09-14,"US1","LAP02",30030,370,6,0.0162162162162162
2016-09-15,"US1","LAP02",30000,350,6,0.0171428571428571
2016-09-16,"US1","LAP02",29880,400,7,0.0175
2016-09-17,"US1","LAP02",29990,350,6,0.0171428571428571
2016-09-18,"US1","LAP02",30000,390,7,0.0179487179487179
2016-09-19,"US1","LAP02",30020,280,5,0.0178571428571429
2016-09-20,"US1","LAP02",29910,300,5,0.0166666666666667
2016-09-21,"US1","LAP02",29990,390,7,0.0179487179487179
2016-09-22,"US1","LAP02",30000,320,5,0.015625
2016-09-23,"US1","LAP02",30020,160,3,0.01875
2016-09-24,"US1","LAP02",30020,230,4,0.0173913043478261
2016-09-25,"US1","LAP02",30040,280,5,0.0178571428571429
2016-09-26,"US1","LAP02",30040,330,6,0.0181818181818182
2016-09-27,"US1","LAP02",30010,300,5,0.0166666666666667
2016-09-28,"US1","LAP02",29980,230,4,0.0173913043478261
2016-09-29,"US1","LAP02",30000,470,8,0.0170212765957447
2016-09-30,"US1","LAP02",29970,350,6,0.0171428571428571
2016-10-01,"US1","LAP02",29920,290,5,0.0172413793103448
2016-10-02,"US1","LAP02",29990,170,3,0.0176470588235294
2016-10-03,"US1","LAP02",29990,400,7,0.0175
2016-10-04,"US1","LAP02",29970,80,1,0.0125
2016-10-05,"US1","LAP02",30000,270,5,0.0185185185185185
2016-10-06,"US1","LAP02",29880,230,4,0.0173913043478261
2016-10-07,"US1","LAP02",30030,220,4,0.0181818181818182
2016-10-08,"US1","LAP02",29910,360,6,0.0166666666666667
2016-10-09,"US1","LAP02",29990,580,10,0.0172413793103448
2016-10-10,"US1","LAP02",30060,290,5,0.0172413793103448
2016-10-11,"US1","LAP02",30010,170,3,0.0176470588235294
2016-10-12,"US1","LAP02",30040,370,6,0.0162162162162162
2016-10-13,"US1","LAP02",29940,260,4,0.0153846153846154
2016-10-14,"US1","LAP02",29950,70,1,0.0142857142857143
2016-10-15,"US1","LAP02",30000,360,6,0.0166666666666667
2016-10-16,"US1","LAP02",29970,490,8,0.0163265306122449
2016-10-17,"US1","LAP02",29950,420,7,0.0166666666666667
2016-10-18,"US1","LAP02",30060,360,6,0.0166666666666667
2016-10-19,"US1","LAP02",29980,320,5,0.015625
2016-10-20,"US1","LAP02",30010,280,5,0.0178571428571429
2016-10-21,"US1","LAP02",29900,300,5,0.0166666666666667
2016-10-22,"US1","LAP02",30020,380,6,0.0157894736842105
2016-10-23,"US1","LAP02",29920,340,6,0.0176470588235294
2016-10-24,"US1","LAP02",29980,140,2,0.0142857142857143
2016-10-25,"US1","LAP02",30020,310,5,0.0161290322580645
2016-10-26,"US1","LAP02",29940,340,6,0.0176470588235294
2016-10-27,"US1","LAP02",29950,330,6,0.0181818181818182
2016-10-28,"US1","LAP02",29940,270,5,0.0185185185185185
2016-10-29,"US1","LAP02",30000,290,5,0.0172413793103448
2016-10-30,"US1","LAP02",30020,380,6,0.0157894736842105
2016-10-31,"US1","LAP02",30020,240,4,0.0166666666666667
2016-11-01,"US1","LAP02",29960,250,4,0.016
2016-11-02,"US1","LAP02",30040,300,5,0.0166666666666667
2016-11-03,"US1","LAP02",30040,370,6,0.0162162162162162
2016-11-04,"US1","LAP02",30010,300,5,0.0166666666666667
2016-11-05,"US1","LAP02",30050,180,3,0.0166666666666667
2016-11-06,"US1","LAP02",29940,350,6,0.0171428571428571
2016-11-07,"US1","LAP02",30010,420,7,0.0166666666666667
2016-11-08,"US1","LAP02",29920,370,6,0.0162162162162162
2016-11-09,"US1","LAP02",29980,290,5,0.0172413793103448
2016-11-10,"US1","LAP02",30050,280,5,0.0178571428571429
2016-11-11,"US1","LAP02",29970,250,4,0.016
2016-11-12,"US1","LAP02",29880,360,6,0.0166666666666667
2016-11-13,"US1","LAP02",30010,440,7,0.0159090909090909
2016-11-14,"US1","LAP02",30010,230,4,0.0173913043478261
2016-11-15,"US1","LAP02",29940,210,4,0.019047619047619
2016-11-16,"US1","LAP02",30060,330,6,0.0181818181818182
2016-11-17,"US1","LAP02",29970,200,3,0.015
2016-11-18,"US1","LAP02",30030,430,7,0.0162790697674419
2016-11-19,"US1","LAP02",30000,340,6,0.0176470588235294
2016-11-20,"US1","LAP02",30000,190,3,0.0157894736842105
2016-11-21,"US1","LAP02",29990,270,5,0.0185185185185185
2016-11-22,"US1","LAP02",30040,250,4,0.016
2016-11-23,"US1","LAP02",30000,350,6,0.0171428571428571
2016-11-24,"US1","LAP02",29990,300,5,0.0166666666666667
2016-11-25,"US1","LAP02",30110,360,6,0.0166666666666667
2016-11-26,"US1","LAP02",30040,260,4,0.0153846153846154
2016-11-27,"US1","LAP02",29960,210,4,0.019047619047619
2016-11-28,"US1","LAP02",30020,440,7,0.0159090909090909
2016-11-29,"US1","LAP02",30000,210,4,0.019047619047619
2016-11-30,"US1","LAP02",29940,380,6,0.0157894736842105
2016-12-01,"US1","LAP02",29920,70,1,0.0142857142857143
2016-12-02,"US1","LAP02",29910,330,6,0.0181818181818182
2016-12-03,"US1","LAP02",29960,210,4,0.019047619047619
2016-12-04,"US1","LAP02",30030,310,5,0.0161290322580645
2016-12-05,"US1","LAP02",30110,320,5,0.015625
2016-12-06,"US1","LAP02",29920,250,4,0.016
2016-12-07,"US1","LAP02",30100,180,3,0.0166666666666667
2016-12-08,"US1","LAP02",30010,310,5,0.0161290322580645
2016-12-09,"US1","LAP02",30060,230,4,0.0173913043478261
2016-12-10,"US1","LAP02",30060,320,5,0.015625
2016-12-11,"US1","LAP02",30030,340,6,0.0176470588235294
2016-12-12,"US1","LAP02",30070,430,7,0.0162790697674419
2016-12-13,"US1","LAP02",29990,190,3,0.0157894736842105
2016-12-14,"US1","LAP02",29920,270,5,0.0185185185185185
2016-12-15,"US1","LAP02",30040,230,4,0.0173913043478261
2016-12-16,"US1","LAP02",29980,270,5,0.0185185185185185
2016-12-17,"US1","LAP02",29930,310,5,0.0161290322580645
2016-12-18,"US1","LAP02",30020,290,5,0.0172413793103448
2016-12-19,"US1","LAP02",30110,290,5,0.0172413793103448
2016-12-20,"US1","LAP02",30010,350,6,0.0171428571428571
2016-12-21,"US1","LAP02",30030,250,4,0.016
2016-12-22,"US1","LAP02",30010,460,8,0.0173913043478261
2016-12-23,"US1","LAP02",29910,280,5,0.0178571428571429
2016-12-24,"US1","LAP02",29970,90,2,0.0222222222222222
2016-12-25,"US1","LAP02",30000,330,6,0.0181818181818182
2016-12-26,"US1","LAP02",30120,370,6,0.0162162162162162
2016-12-27,"US1","LAP02",29980,270,5,0.0185185185185185
2016-12-28,"US1","LAP02",29970,220,4,0.0181818181818182
2016-12-29,"US1","LAP02",29960,460,8,0.0173913043478261
2016-12-30,"US1","LAP02",30030,320,5,0.015625
2016-12-31,"US1","LAP02",29930,70,1,0.0142857142857143
2017-01-01,"US1","LAP02",29940,280,5,0.0178571428571429
2017-01-02,"US1","LAP02",29980,430,7,0.0162790697674419
2017-01-03,"US1","LAP02",30020,270,5,0.0185185185185185
2017-01-04,"US1","LAP02",29940,240,4,0.0166666666666667
2017-01-05,"US1","LAP02",30030,180,3,0.0166666666666667
2017-01-06,"US1","LAP02",29990,180,3,0.0166666666666667
2017-01-07,"US1","LAP02",30030,410,7,0.0170731707317073
2017-01-08,"US1","LAP02",30030,120,2,0.0166666666666667
2017-01-09,"US1","LAP02",29970,310,5,0.0161290322580645
2017-01-10,"US1","LAP02",30080,400,7,0.0175
2017-01-11,"US1","LAP02",30010,330,6,0.0181818181818182
2017-01-12,"US1","LAP02",30040,250,4,0.016
2017-01-13,"US1","LAP02",30010,460,8,0.0173913043478261
2017-01-14,"US1","LAP02",29970,310,5,0.0161290322580645
2017-01-15,"US1","LAP02",30040,450,8,0.0177777777777778
2017-01-16,"US1","LAP02",30040,80,1,0.0125
2017-01-17,"US1","LAP02",29970,320,5,0.015625
2017-01-18,"US1","LAP02",29970,280,5,0.0178571428571429
2017-01-19,"US1","LAP02",29990,350,6,0.0171428571428571
2017-01-20,"US1","LAP02",30050,380,6,0.0157894736842105
2017-01-21,"US1","LAP02",29970,390,7,0.0179487179487179
2017-01-22,"US1","LAP02",30060,370,6,0.0162162162162162
2017-01-23,"US1","LAP02",30040,280,5,0.0178571428571429
2017-01-24,"US1","LAP02",29890,370,6,0.0162162162162162
2017-01-25,"US1","LAP02",30010,130,2,0.0153846153846154
2017-01-26,"US1","LAP02",30100,350,6,0.0171428571428571
2017-01-27,"US1","LAP02",29960,370,6,0.0162162162162162
2017-01-28,"US1","LAP02",30000,350,6,0.0171428571428571
2017-01-29,"US1","LAP02",30020,440,7,0.0159090909090909
2017-01-30,"US1","LAP02",30010,330,6,0.0181818181818182
2017-01-31,"US1","LAP02",29990,230,4,0.0173913043478261
2017-02-01,"US1","LAP02",29990,250,4,0.016
2017-02-02,"US1","LAP02",29980,480,8,0.0166666666666667
2017-02-03,"US1","LAP02",29940,210,4,0.019047619047619
2017-02-04,"US1","LAP02",30040,410,7,0.0170731707317073
2017-02-05,"US1","LAP02",30050,290,5,0.0172413793103448
2017-02-06,"US1","LAP02",30030,600,10,0.0166666666666667
2017-02-07,"US1","LAP02",30010,220,4,0.0181818181818182
2017-02-08,"US1","LAP02",29970,250,4,0.016
2017-02-09,"US1","LAP02",29940,200,3,0.015
2017-02-10,"US1","LAP02",30070,260,4,0.0153846153846154
2017-02-11,"US1","LAP02",30000,180,3,0.0166666666666667
2017-02-12,"US1","LAP02",30010,420,7,0.0166666666666667
2017-02-13,"US1","LAP02",30000,390,7,0.0179487179487179
2017-02-14,"US1","LAP02",30040,330,6,0.0181818181818182
2017-02-15,"US1","LAP02",29910,30,1,0.0333333333333333
2017-02-16,"US1","LAP02",30130,250,4,0.016
2017-02-17,"US1","LAP02",30000,320,5,0.015625
2017-02-18,"US1","LAP02",30070,320,5,0.015625
2017-02-19,"US1","LAP02",30000,360,6,0.0166666666666667
2017-02-20,"US1","LAP02",30000,400,7,0.0175
2017-02-21,"US1","LAP02",29970,270,5,0.0185185185185185
2017-02-22,"US1","LAP02",29900,320,5,0.015625
2017-02-23,"US1","LAP02",29940,500,9,0.018
2017-02-24,"US1","LAP02",29910,480,8,0.0166666666666667
2017-02-25,"US1","LAP02",29960,390,7,0.0179487179487179
2017-02-26,"US1","LAP02",30070,340,6,0.0176470588235294
2017-02-27,"US1","LAP02",29910,250,4,0.016
2017-02-28,"US1","LAP02",29940,240,4,0.0166666666666667
2017-03-01,"US1","LAP02",30020,170,3,0.0176470588235294
2017-03-02,"US1","LAP02",29930,180,3,0.0166666666666667
2017-03-03,"US1","LAP02",29940,160,3,0.01875
2017-03-04,"US1","LAP02",30010,100,2,0.02
2017-03-05,"US1","LAP02",30010,220,4,0.0181818181818182
2017-03-06,"US1","LAP02",30010,220,4,0.0181818181818182
2017-03-07,"US1","LAP02",30050,400,7,0.0175
2017-03-08,"US1","LAP02",29950,350,6,0.0171428571428571
2017-03-09,"US1","LAP02",29920,280,5,0.0178571428571429
2017-03-10,"US1","LAP02",29980,200,3,0.015
2017-03-11,"US1","LAP02",29990,470,8,0.0170212765957447
2017-03-12,"US1","LAP02",29960,370,6,0.0162162162162162
2017-03-13,"US1","LAP02",30040,310,5,0.0161290322580645
2017-03-14,"US1","LAP02",29900,410,7,0.0170731707317073
2017-03-15,"US1","LAP02",30000,360,6,0.0166666666666667
2017-03-16,"US1","LAP02",30080,270,5,0.0185185185185185
2017-03-17,"US1","LAP02",30060,440,7,0.0159090909090909
2017-03-18,"US1","LAP02",29970,320,5,0.015625
2017-03-19,"US1","LAP02",30030,390,7,0.0179487179487179
2017-03-20,"US1","LAP02",29970,390,7,0.0179487179487179
2017-03-21,"US1","LAP02",29940,220,4,0.0181818181818182
2017-03-22,"US1","LAP02",29980,340,6,0.0176470588235294
2017-03-23,"US1","LAP02",30030,260,4,0.0153846153846154
2017-03-24,"US1","LAP02",30010,350,6,0.0171428571428571
2017-03-25,"US1","LAP02",29950,490,8,0.0163265306122449
2017-03-26,"US1","LAP02",29940,280,5,0.0178571428571429
2017-03-27,"US1","LAP02",29940,300,5,0.0166666666666667
2017-03-28,"US1","LAP02",30000,140,2,0.0142857142857143
2017-03-29,"US1","LAP02",30030,240,4,0.0166666666666667
2017-03-30,"US1","LAP02",29990,280,5,0.0178571428571429
2017-03-31,"US1","LAP02",29890,370,6,0.0162162162162162
2017-04-01,"US1","LAP02",29970,380,6,0.0157894736842105
2017-04-02,"US1","LAP02",30000,260,4,0.0153846153846154
2017-04-03,"US1","LAP02",29960,520,9,0.0173076923076923
2017-04-04,"US1","LAP02",30050,310,5,0.0161290322580645
2017-04-05,"US1","LAP02",29910,540,9,0.0166666666666667
2017-04-06,"US1","LAP02",29970,320,5,0.015625
2017-04-07,"US1","LAP02",29980,260,4,0.0153846153846154
2017-04-08,"US1","LAP02",29960,320,5,0.015625
2017-04-09,"US1","LAP02",30030,400,7,0.0175
2017-04-10,"US1","LAP02",29960,200,3,0.015
2017-04-11,"US1","LAP02",30020,440,7,0.0159090909090909
2017-04-12,"US1","LAP02",29980,370,6,0.0162162162162162
2017-04-13,"US1","LAP02",29920,320,5,0.015625
2017-04-14,"US1","LAP02",29990,290,5,0.0172413793103448
2017-04-15,"US1","LAP02",30090,340,6,0.0176470588235294
2017-04-16,"US1","LAP02",30010,200,3,0.015
2017-04-17,"US1","LAP02",29980,330,6,0.0181818181818182
2017-04-18,"US1","LAP02",29980,140,2,0.0142857142857143
2017-04-19,"US1","LAP02",29910,200,3,0.015
2017-04-20,"US1","LAP02",29930,320,5,0.015625
2017-04-21,"US1","LAP02",30030,270,5,0.0185185185185185
2017-04-22,"US1","LAP02",29990,100,2,0.02
2017-04-23,"US1","LAP02",30020,300,5,0.0166666666666667
2017-04-24,"US1","LAP02",29940,160,3,0.01875
2017-04-25,"US1","LAP02",29920,180,3,0.0166666666666667
2017-04-26,"US1","LAP02",30070,230,4,0.0173913043478261
2017-04-27,"US1","LAP02",29990,250,4,0.016
2017-04-28,"US1","LAP02",29960,240,4,0.0166666666666667
2017-04-29,"US1","LAP02",30090,270,5,0.0185185185185185
2017-04-30,"US1","LAP02",30000,390,7,0.0179487179487179
2017-05-01,"US1","LAP02",29960,370,6,0.0162162162162162
2017-05-02,"US1","LAP02",30120,470,8,0.0170212765957447
2017-05-03,"US1","LAP02",29990,320,5,0.015625
2017-05-04,"US1","LAP02",29880,440,7,0.0159090909090909
2017-05-05,"US1","LAP02",30040,90,2,0.0222222222222222
2017-05-06,"US1","LAP02",30010,320,5,0.015625
2017-05-07,"US1","LAP02",30000,430,7,0.0162790697674419
2017-05-08,"US1","LAP02",29980,320,5,0.015625
2017-05-09,"US1","LAP02",29900,470,8,0.0170212765957447
2017-05-10,"US1","LAP02",30000,310,5,0.0161290322580645
2017-05-11,"US1","LAP02",30120,210,4,0.019047619047619
2017-05-12,"US1","LAP02",30000,290,5,0.0172413793103448
2017-05-13,"US1","LAP02",29970,320,5,0.015625
2017-05-14,"US1","LAP02",30020,270,5,0.0185185185185185
2017-05-15,"US1","LAP02",30050,450,8,0.0177777777777778
2017-05-16,"US1","LAP02",30020,330,6,0.0181818181818182
2017-05-17,"US1","LAP02",29980,250,4,0.016
2017-05-18,"US1","LAP02",30030,560,10,0.0178571428571429
2017-05-19,"US1","LAP02",29960,340,6,0.0176470588235294
2017-05-20,"US1","LAP02",30030,370,6,0.0162162162162162
2017-05-21,"US1","LAP02",29990,130,2,0.0153846153846154
2017-05-22,"US1","LAP02",29980,320,5,0.015625
2017-05-23,"US1","LAP02",29950,430,7,0.0162790697674419
2017-05-24,"US1","LAP02",30070,320,5,0.015625
2017-05-25,"US1","LAP02",30000,350,6,0.0171428571428571
2017-05-26,"US1","LAP02",29970,130,2,0.0153846153846154
2017-05-27,"US1","LAP02",30010,270,5,0.0185185185185185
2017-05-28,"US1","LAP02",29980,220,4,0.0181818181818182
2017-05-29,"US1","LAP02",29990,220,4,0.0181818181818182
2017-05-30,"US1","LAP02",30070,470,8,0.0170212765957447
2017-05-31,"US1","LAP02",30020,250,4,0.016
2017-06-01,"US1","LAP02",30080,300,5,0.0166666666666667
2017-06-02,"US1","LAP02",30030,360,6,0.0166666666666667
2017-06-03,"US1","LAP02",29960,390,7,0.0179487179487179
2017-06-04,"US1","LAP02",29970,280,5,0.0178571428571429
2017-06-05,"US1","LAP02",29990,360,6,0.0166666666666667
2017-06-06,"US1","LAP02",29970,310,5,0.0161290322580645
2017-06-07,"US1","LAP02",30060,350,6,0.0171428571428571
2017-06-08,"US1","LAP02",29950,130,2,0.0153846153846154
2017-06-09,"US1","LAP02",30050,230,4,0.0173913043478261
2017-06-10,"US1","LAP02",30020,350,6,0.0171428571428571
2017-06-11,"US1","LAP02",30020,190,3,0.0157894736842105
2017-06-12,"US1","LAP02",29970,90,2,0.0222222222222222
2017-06-13,"US1","LAP02",30060,260,4,0.0153846153846154
2017-06-14,"US1","LAP02",30080,320,5,0.015625
2017-06-15,"US1","LAP02",30030,150,3,0.02
2017-06-16,"US1","LAP02",30000,280,5,0.0178571428571429
2017-06-17,"US1","LAP02",30070,400,7,0.0175
2017-06-18,"US1","LAP02",29950,370,6,0.0162162162162162
2017-06-19,"US1","LAP02",29960,50,1,0.02
2017-06-20,"US1","LAP02",30030,430,7,0.0162790697674419
2017-06-21,"US1","LAP02",30030,310,5,0.0161290322580645
2017-06-22,"US1","LAP02",30040,240,4,0.0166666666666667
2017-06-23,"US1","LAP02",30040,300,5,0.0166666666666667
2017-06-24,"US1","LAP02",29950,350,6,0.0171428571428571
2017-06-25,"US1","LAP02",29950,410,7,0.0170731707317073
2017-06-26,"US1","LAP02",29920,170,3,0.0176470588235294
2017-06-27,"US1","LAP02",29990,270,5,0.0185185185185185
2017-06-28,"US1","LAP02",30070,290,5,0.0172413793103448
2017-06-29,"US1","LAP02",30040,220,4,0.0181818181818182
2017-06-30,"US1","LAP02",29970,230,4,0.0173913043478261
2017-07-01,"US1","LAP02",29900,260,4,0.0153846153846154
2017-07-02,"US1","LAP02",29930,320,5,0.015625
2017-07-03,"US1","LAP02",29990,270,5,0.0185185185185185
2017-07-04,"US1","LAP02",30040,310,5,0.0161290322580645
2017-07-05,"US1","LAP02",30010,230,4,0.0173913043478261
2017-07-06,"US1","LAP02",30020,210,4,0.019047619047619
2017-07-07,"US1","LAP02",29900,330,6,0.0181818181818182
2017-07-08,"US1","LAP02",30010,240,4,0.0166666666666667
2017-07-09,"US1","LAP02",29920,390,7,0.0179487179487179
2017-07-10,"US1","LAP02",29990,330,6,0.0181818181818182
2017-07-11,"US1","LAP02",30030,360,6,0.0166666666666667
2017-07-12,"US1","LAP02",30080,320,5,0.015625
2017-07-13,"US1","LAP02",30080,280,5,0.0178571428571429
2017-07-14,"US1","LAP02",30040,250,4,0.016
2017-07-15,"US1","LAP02",29950,240,4,0.0166666666666667
2017-07-16,"US1","LAP02",29890,40,1,0.025
2017-07-17,"US1","LAP02",29940,350,6,0.0171428571428571
2017-07-18,"US1","LAP02",29930,230,4,0.0173913043478261
2017-07-19,"US1","LAP02",30060,130,2,0.0153846153846154
2017-07-20,"US1","LAP02",30000,300,5,0.0166666666666667
2017-07-21,"US1","LAP02",30100,300,5,0.0166666666666667
2017-07-22,"US1","LAP02",30000,320,5,0.015625
2017-07-23,"US1","LAP02",30060,260,4,0.0153846153846154
2017-07-24,"US1","LAP02",30010,340,6,0.0176470588235294
2017-07-25,"US1","LAP02",29970,180,3,0.0166666666666667
2017-07-26,"US1","LAP02",29930,130,2,0.0153846153846154
2017-07-27,"US1","LAP02",30040,220,4,0.0181818181818182
2017-07-28,"US1","LAP02",29990,310,5,0.0161290322580645
2017-07-29,"US1","LAP02",30020,360,6,0.0166666666666667
2017-07-30,"US1","LAP02",30040,310,5,0.0161290322580645
2017-07-31,"US1","LAP02",29980,350,6,0.0171428571428571
2017-08-01,"US1","LAP02",29990,170,3,0.0176470588235294
2017-08-02,"US1","LAP02",30020,160,3,0.01875
2017-08-03,"US1","LAP02",29970,320,5,0.015625
2017-08-04,"US1","LAP02",29910,390,7,0.0179487179487179
2017-08-05,"US1","LAP02",29920,410,7,0.0170731707317073
2017-08-06,"US1","LAP02",30050,280,5,0.0178571428571429
2017-08-07,"US1","LAP02",29940,40,1,0.025
2017-08-08,"US1","LAP02",30020,220,4,0.0181818181818182
2017-08-09,"US1","LAP02",30060,280,5,0.0178571428571429
2017-08-10,"US1","LAP02",30040,310,5,0.0161290322580645
2017-08-11,"US1","LAP02",30060,440,7,0.0159090909090909
2017-08-12,"US1","LAP02",29950,240,4,0.0166666666666667
2017-08-13,"US1","LAP02",30040,190,3,0.0157894736842105
2017-08-14,"US1","LAP02",30150,340,6,0.0176470588235294
2017-08-15,"US1","LAP02",30010,390,7,0.0179487179487179
2017-08-16,"US1","LAP02",29960,330,6,0.0181818181818182
2017-08-17,"US1","LAP02",29960,230,4,0.0173913043478261
2017-08-18,"US1","LAP02",30050,220,4,0.0181818181818182
2017-08-19,"US1","LAP02",30050,360,6,0.0166666666666667
2017-08-20,"US1","LAP02",30010,200,3,0.015
2017-08-21,"US1","LAP02",30010,420,7,0.0166666666666667
2017-08-22,"US1","LAP02",30030,350,6,0.0171428571428571
2017-08-23,"US1","LAP02",29990,350,6,0.0171428571428571
2017-08-24,"US1","LAP02",29940,490,8,0.0163265306122449
2017-08-25,"US1","LAP02",30070,320,5,0.015625
2017-08-26,"US1","LAP02",30060,270,5,0.0185185185185185
2017-08-27,"US1","LAP02",29980,440,7,0.0159090909090909
2017-08-28,"US1","LAP02",29980,260,4,0.0153846153846154
2017-08-29,"US1","LAP02",29950,330,6,0.0181818181818182
2017-08-30,"US1","LAP02",30010,230,4,0.0173913043478261
2017-08-31,"US1","LAP02",29950,400,7,0.0175
2017-09-01,"US1","LAP02",30000,230,4,0.0173913043478261
2017-09-02,"US1","LAP02",29980,320,5,0.015625
2017-09-03,"US1","LAP02",29940,120,2,0.0166666666666667
2017-09-04,"US1","LAP02",30130,300,5,0.0166666666666667
2017-09-05,"US1","LAP02",30030,210,4,0.019047619047619
2017-09-06,"US1","LAP02",30040,320,5,0.015625
2017-09-07,"US1","LAP02",30060,380,6,0.0157894736842105
2017-09-08,"US1","LAP02",30050,230,4,0.0173913043478261
2017-09-09,"US1","LAP02",29920,340,6,0.0176470588235294
2017-09-10,"US1","LAP02",29980,370,6,0.0162162162162162
2017-09-11,"US1","LAP02",30030,230,4,0.0173913043478261
2017-09-12,"US1","LAP02",30020,220,4,0.0181818181818182
2017-09-13,"US1","LAP02",30050,340,6,0.0176470588235294
2017-09-14,"US1","LAP02",30010,220,4,0.0181818181818182
2017-09-15,"US1","LAP02",30020,210,4,0.019047619047619
2017-09-16,"US1","LAP02",29960,280,5,0.0178571428571429
2017-09-17,"US1","LAP02",30020,300,5,0.0166666666666667
2017-09-18,"US1","LAP02",30050,390,7,0.0179487179487179
2017-09-19,"US1","LAP02",29960,140,2,0.0142857142857143
2017-09-20,"US1","LAP02",30050,270,5,0.0185185185185185
2017-09-21,"US1","LAP02",30040,380,6,0.0157894736842105
2017-09-22,"US1","LAP02",30030,240,4,0.0166666666666667
2017-09-23,"US1","LAP02",29900,110,2,0.0181818181818182
2017-09-24,"US1","LAP02",29930,320,5,0.015625
2017-09-25,"US1","LAP02",29980,370,6,0.0162162162162162
2017-09-26,"US1","LAP02",30030,290,5,0.0172413793103448
2017-09-27,"US1","LAP02",30050,270,5,0.0185185185185185
2017-09-28,"US1","LAP02",29910,40,1,0.025
2017-09-29,"US1","LAP02",29970,150,3,0.02
2017-09-30,"US1","LAP02",30000,460,8,0.0173913043478261
2017-10-01,"US1","LAP02",30030,240,4,0.0166666666666667
2017-10-02,"US1","LAP02",29980,310,5,0.0161290322580645
2017-10-03,"US1","LAP02",30080,510,9,0.0176470588235294
2017-10-04,"US1","LAP02",30020,220,4,0.0181818181818182
2017-10-05,"US1","LAP02",30000,450,8,0.0177777777777778
2017-10-06,"US1","LAP02",30040,400,7,0.0175
2017-10-07,"US1","LAP02",30050,180,3,0.0166666666666667
2017-10-08,"US1","LAP02",30000,300,5,0.0166666666666667
2017-10-09,"US1","LAP02",29990,190,3,0.0157894736842105
2017-10-10,"US1","LAP02",30050,360,6,0.0166666666666667
2017-10-11,"US1","LAP02",30080,310,5,0.0161290322580645
2017-10-12,"US1","LAP02",30020,370,6,0.0162162162162162
2017-10-13,"US1","LAP02",30070,90,2,0.0222222222222222
2017-10-14,"US1","LAP02",30040,330,6,0.0181818181818182
2017-10-15,"US1","LAP02",29990,420,7,0.0166666666666667
2017-10-16,"US1","LAP02",30030,280,5,0.0178571428571429
2017-10-17,"US1","LAP02",30040,340,6,0.0176470588235294
2017-10-18,"US1","LAP02",29990,260,4,0.0153846153846154
2017-10-19,"US1","LAP02",29910,350,6,0.0171428571428571
2017-10-20,"US1","LAP02",29990,390,7,0.0179487179487179
2017-10-21,"US1","LAP02",30020,360,6,0.0166666666666667
2017-10-22,"US1","LAP02",30100,120,2,0.0166666666666667
2017-10-23,"US1","LAP02",30000,450,8,0.0177777777777778
2017-10-24,"US1","LAP02",29930,480,8,0.0166666666666667
2017-10-25,"US1","LAP02",30010,360,6,0.0166666666666667
2017-10-26,"US1","LAP02",29990,280,5,0.0178571428571429
